,0,1,name
0,Price,1052.1,SHHO
1,Mkt Cap,10668.0,SHHO
2,Vol,1.4,SHHO
3,P/E,16.0,SHHO
4,P/CF,12.7,SHHO
5,EPS (TTM),65.6,SHHO
6,% ch,0.1,SHHO
7,No. of shares,10.14,SHHO
8,% ch week,1.1,SHHO
9,% ch 1-mth,3.9,SHHO
10,% ch 12-mth,12.2,SHHO
11,52 week H/L,"1,360.0/701.6",SHHO
12,52weekHigh,"1,360.0",SHHO
13,52weekLow,701.6,SHHO
14,Indian Promoters,1.0%,SHHO
15,Foreign collaborators,66.7%,SHHO
16,Indian inst/Mut Fund,1.0%,SHHO
17,FIIs,1.7%,SHHO
18,ADR/GDR,0.0%,SHHO
19,Free float,29.6%,SHHO
20,Shareholders,11383,SHHO
21,Pledged promoter(s) holding,0.0%,SHHO
22,REGD OFF,"409, DLF Tower B, Jasola Commercial Complex, New Delhi - 110 025",SHHO
23,E-MAIL,ho.legal@hspp.com,SHHO
24,TELEPHONE,(0120) 259 0211,SHHO
25,SECTOR,CONSUMER DURABLES,SHHO
26,TR AGENT,"Mas Services, 2 Floor, Okhla Industrial Area, Phase - II, New Delhi-20",SHHO
27,AUDITOR,B. S. R & Co.,SHHO
28,CHM, Siddharth Shriram,SHHO
29,COMP SEC, Rahul Kumar,SHHO
30,YEAR OF INC, 1985,SHHO
31,BSE CODE, 522064,SHHO
32,FV (Rs), 10,SHHO
33,DIV YIELD (%), 0.9,SHHO
