,0,1,name
0,Price,995.3,LUPL
1,Mkt Cap,450497.0,LUPL
2,Vol,34.0,LUPL
3,P/E,-90.0,LUPL
4,P/CF,26.6,LUPL
5,EPS (TTM),-11.1,LUPL
6,% ch,2.6,LUPL
7,No. of shares,452.65,LUPL
8,% ch week,-0.8,LUPL
9,% ch 1-mth,16.5,LUPL
10,% ch 12-mth,33.2,LUPL
11,52 week H/L,"1,034.6/505.0",LUPL
12,52weekHigh,"1,034.6",LUPL
13,52weekLow,505.0,LUPL
14,Indian Promoters,46.6%,LUPL
15,Foreign collaborators,0.2%,LUPL
16,Indian inst/Mut Fund,11.3%,LUPL
17,FIIs,31.9%,LUPL
18,ADR/GDR,0.0%,LUPL
19,Free float,10.1%,LUPL
20,Shareholders,98259,LUPL
21,Pledged promoter(s) holding,0.0%,LUPL
22,REGD OFF,"159, C.S.T. Road, Kalina, Santacruz (E), Mumbai - 400 098",LUPL
23,E-MAIL,rajvardhansatam@lupinpharma.com,LUPL
24,TELEPHONE,(022) 6640 2323,LUPL
25,SECTOR,PHARMACEUTICALS,LUPL
26,TR AGENT,In-house,LUPL
27,AUDITOR,Deloitte Haskins & Sells,LUPL
28,CHM, D. B. Gupta,LUPL
29,COMP SEC, R. V. Satam,LUPL
30,YEAR OF INC, 1983,LUPL
31,BSE CODE, 500257,LUPL
32,FV (Rs), 2,LUPL
33,DIV YIELD (%), -,LUPL
