,0,1,name
0,Price,74.4,SHAL
1,Mkt Cap,1408.0,SHAL
2,Vol,27.4,SHAL
3,P/E,-2.4,SHAL
4,P/CF,-1.9,SHAL
5,EPS (TTM),-31.1,SHAL
6,% ch,-1.3,SHAL
7,No. of shares,18.93,SHAL
8,% ch week,10.1,SHAL
9,% ch 1-mth,25.4,SHAL
10,% ch 12-mth,1.8,SHAL
11,52 week H/L,111.0/43.9,SHAL
12,52weekHigh,111.0,SHAL
13,52weekLow,43.9,SHAL
14,Indian Promoters,31.3%,SHAL
15,Foreign collaborators,31.0%,SHAL
16,Indian inst/Mut Fund,1.8%,SHAL
17,FIIs,1.6%,SHAL
18,ADR/GDR,0.0%,SHAL
19,Free float,34.4%,SHAL
20,Shareholders,8523,SHAL
21,Pledged promoter(s) holding,0.0%,SHAL
22,REGD OFF,"Goaberia, P.O. Danesh Shaikh Lane, ,Howrah ,West Bengal 711 109",SHAL
23,E-MAIL,hwhsec@shalimarpaints.com,SHAL
24,TELEPHONE,(033) 2644 3201,SHAL
25,SECTOR,PAINTS,SHAL
26,TR AGENT,"MCS Ltd., 77/2A, Hazra Road, Kolkata � 700 029",SHAL
27,AUDITOR,Chaturvedi & Partners,SHAL
28,CHM, G. Jhunjhnuwala,SHAL
29,COMP SEC, Pumit Chellaramani,SHAL
30,YEAR OF INC, 1902,SHAL
31,BSE CODE, 509874,SHAL
32,FV (Rs), 2,SHAL
33,DIV YIELD (%), -,SHAL
