,0,1,name
0,Price,247.9,PLNG
1,Mkt Cap,371850.0,PLNG
2,Vol,147.7,PLNG
3,P/E,13.8,PLNG
4,P/CF,14.1,PLNG
5,EPS (TTM),18.0,PLNG
6,% ch,-0.5,PLNG
7,No. of shares,1500.00,PLNG
8,% ch week,-2.6,PLNG
9,% ch 1-mth,2.7,PLNG
10,% ch 12-mth,0.8,PLNG
11,52 week H/L,302.0/170.8,PLNG
12,52weekHigh,302.0,PLNG
13,52weekLow,170.8,PLNG
14,Indian Promoters,50.0%,PLNG
15,Foreign collaborators,0.0%,PLNG
16,Indian inst/Mut Fund,3.2%,PLNG
17,FIIs,22.1%,PLNG
18,ADR/GDR,0.0%,PLNG
19,Free float,24.6%,PLNG
20,Shareholders,328195,PLNG
21,Pledged promoter(s) holding,0.0%,PLNG
22,REGD OFF,"World Trade Centre, 1st Floor, Babar Road, Barakhamba Lane, New Delhi-110 001",PLNG
23,E-MAIL,investors@petronetlng.com,PLNG
24,TELEPHONE,(011) 2341 1411,PLNG
25,SECTOR,ENERGY SOURCES,PLNG
26,TR AGENT,"Karvy Computershare, Plot No. 17 to 24, Vittal Rao Nagar, Hyderabad - 81",PLNG
27,AUDITOR,T.R. Chadha & Co.,PLNG
28,CHM, G. C. Chaturvedi,PLNG
29,COMP SEC, K.C. Sharma,PLNG
30,YEAR OF INC, 1998,PLNG
31,BSE CODE, 532522,PLNG
32,FV (Rs), 10,PLNG
33,DIV YIELD (%), 4.0,PLNG
