,0,1,name
0,Price,216.1,VTECH
1,Mkt Cap,11701.0,VTECH
2,Vol,343.4,VTECH
3,P/E,14.1,VTECH
4,P/CF,11.4,VTECH
5,EPS (TTM),15.3,VTECH
6,% ch,-0.9,VTECH
7,No. of shares,54.16,VTECH
8,% ch week,53.7,VTECH
9,% ch 1-mth,56.7,VTECH
10,% ch 12-mth,-22.2,VTECH
11,52 week H/L,311.9/73.0,VTECH
12,52weekHigh,311.9,VTECH
13,52weekLow,73.0,VTECH
14,Indian Promoters,12.8%,VTECH
15,Foreign collaborators,18.1%,VTECH
16,Indian inst/Mut Fund,17.9%,VTECH
17,FIIs,31.7%,VTECH
18,ADR/GDR,0.0%,VTECH
19,Free float,19.4%,VTECH
20,Shareholders,28629,VTECH
21,Pledged promoter(s) holding,0.0%,VTECH
22,REGD OFF,"No.11, Murray's Gate Road, Alwarpet, Chennai - 600 018",VTECH
23,E-MAIL,companysecretary@wabag.in,VTECH
24,TELEPHONE,(044) 4223 2323,VTECH
25,SECTOR,CAPITAL GOODS,VTECH
26,TR AGENT,"Karvy Computershare, 17-24, Vittalrao Nagar, Madhapur, Hyderabad-81",VTECH
27,AUDITOR,"Walker, Chandiok & Co.",VTECH
28,CHM, B. D. Narang,VTECH
29,COMP SEC, Rajiv Balakrishnan,VTECH
30,YEAR OF INC, 1995,VTECH
31,BSE CODE, 533269,VTECH
32,FV (Rs), 2,VTECH
33,DIV YIELD (%), 1.9,VTECH
