,0,1,name
0,Price,2.0,VDFN
1,Mkt Cap,679.0,VDFN
2,Vol,1.9,VDFN
3,P/E,-0.0,VDFN
4,P/CF,-0.0,VDFN
5,EPS (TTM),-215.1,VDFN
6,% ch,-3.8,VDFN
7,No. of shares,334.46,VDFN
8,% ch week,-6.0,VDFN
9,% ch 1-mth,6.8,VDFN
10,% ch 12-mth,62.4,VDFN
11,52 week H/L,5.7/1.0,VDFN
12,52weekHigh,5.7,VDFN
13,52weekLow,1.0,VDFN
14,Indian Promoters,68.5%,VDFN
15,Foreign collaborators,0.0%,VDFN
16,Indian inst/Mut Fund,10.0%,VDFN
17,FIIs,3.0%,VDFN
18,ADR/GDR,4.8%,VDFN
19,Free float,13.7%,VDFN
20,Shareholders,347158,VDFN
21,Pledged promoter(s) holding,70.1%,VDFN
22,REGD OFF,"14 K. M. Stone, Village Chittegaon, Taluka Paithan, Dist. Aurangabad - 431 101",VDFN
23,E-MAIL,secretarial@videoconmail.com,VDFN
24,TELEPHONE,(02431) 251 501,VDFN
25,SECTOR,DIVERSIFIED,VDFN
26,TR AGENT,"MCS, Office No. 21/22, P D�mello Road (Ghadiyal Godi), Masjid (E), Mumbai-09",VDFN
27,AUDITOR,Khandelwal Jain & Co.,VDFN
28,CHM, Venugopal N. Dhoot (MD),VDFN
29,COMP SEC, Vinod Kumar Bohra,VDFN
30,YEAR OF INC, 1986,VDFN
31,BSE CODE, 511389,VDFN
32,FV (Rs), 10,VDFN
33,DIV YIELD (%), -,VDFN
