,0,1,name
0,Price,689.5,SHTRA
1,Mkt Cap,156422.0,SHTRA
2,Vol,5.1,SHTRA
3,P/E,5.6,SHTRA
4,P/CF,3.6,SHTRA
5,EPS (TTM),122.6,SHTRA
6,% ch,0.8,SHTRA
7,No. of shares,226.88,SHTRA
8,% ch week,1.5,SHTRA
9,% ch 1-mth,-2.4,SHTRA
10,% ch 12-mth,-30.6,SHTRA
11,52 week H/L,"1,331.8/428.7",SHTRA
12,52weekHigh,"1,331.8",SHTRA
13,52weekLow,428.7,SHTRA
14,Indian Promoters,26.1%,SHTRA
15,Foreign collaborators,0.0%,SHTRA
16,Indian inst/Mut Fund,2.0%,SHTRA
17,FIIs,53.2%,SHTRA
18,ADR/GDR,0.0%,SHTRA
19,Free float,18.7%,SHTRA
20,Shareholders,40259,SHTRA
21,Pledged promoter(s) holding,0.0%,SHTRA
22,REGD OFF,"Mookambika Complex, 3rd Floor, 4, Lady Desika Road, Mylapore, Chennai-04",SHTRA
23,E-MAIL,vivekmadhukar.a@stfc.in,SHTRA
24,TELEPHONE,(044) 2499 0356,SHTRA
25,SECTOR,INVESTMENT & FINANCE,SHTRA
26,TR AGENT,"Integrated Enterprises, Kences Towers, North Usman Road, Chennai-17",SHTRA
27,AUDITOR,S. R. Batliboi & Co.,SHTRA
28,CHM, Arun Duggal,SHTRA
29,COMP SEC, Vivek Achwal,SHTRA
30,YEAR OF INC, 1979,SHTRA
31,BSE CODE, 511218,SHTRA
32,FV (Rs), 10,SHTRA
33,DIV YIELD (%), 1.7,SHTRA
