,0,1,name
0,Price,2782.0,WNDT
1,Mkt Cap,5564.0,WNDT
2,Vol,0.0,WNDT
3,P/E,55.5,WNDT
4,P/CF,23.7,WNDT
5,EPS (TTM),50.2,WNDT
6,% ch,5.2,WNDT
7,No. of shares,2.00,WNDT
8,% ch week,12.6,WNDT
9,% ch 1-mth,8.4,WNDT
10,% ch 12-mth,29.3,WNDT
11,52 week H/L,"3,390.0/1,590.0",WNDT
12,52weekHigh,"3,390.0",WNDT
13,52weekLow,"1,590.0",WNDT
14,Indian Promoters,39.9%,WNDT
15,Foreign collaborators,39.9%,WNDT
16,Indian inst/Mut Fund,0.1%,WNDT
17,FIIs,0.0%,WNDT
18,ADR/GDR,0.0%,WNDT
19,Free float,20.2%,WNDT
20,Shareholders,4465,WNDT
21,Pledged promoter(s) holding,0.0%,WNDT
22,REGD OFF,"105, 1st Floor, National Housing Complex, Koramangala, Bangalore - 560 047",WNDT
23,E-MAIL,akankshab@wendtindia.com,WNDT
24,TELEPHONE,(080) 2570 1423,WNDT
25,SECTOR,CAPITAL GOODS,WNDT
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",WNDT
27,AUDITOR,Deloitte Haskins & Sells,WNDT
28,CHM, M. M. Murugappan,WNDT
29,COMP SEC, Akanksha Bijawat,WNDT
30,YEAR OF INC, 1920,WNDT
31,BSE CODE, 505412,WNDT
32,FV (Rs), 10,WNDT
33,DIV YIELD (%), 0.9,WNDT
