,0,1,name
0,Price,322.8,FDCL
1,Mkt Cap,56288.0,FDCL
2,Vol,0.7,FDCL
3,P/E,22.8,FDCL
4,P/CF,26.9,FDCL
5,EPS (TTM),14.2,FDCL
6,% ch,0.5,FDCL
7,No. of shares,174.40,FDCL
8,% ch week,-1.6,FDCL
9,% ch 1-mth,18.7,FDCL
10,% ch 12-mth,100.5,FDCL
11,52 week H/L,354.0/152.5,FDCL
12,52weekHigh,354.0,FDCL
13,52weekLow,152.5,FDCL
14,Indian Promoters,68.9%,FDCL
15,Foreign collaborators,0.0%,FDCL
16,Indian inst/Mut Fund,4.7%,FDCL
17,FIIs,7.5%,FDCL
18,ADR/GDR,0.0%,FDCL
19,Free float,19.0%,FDCL
20,Shareholders,23730,FDCL
21,Pledged promoter(s) holding,0.0%,FDCL
22,REGD OFF,"B-8, MIDC Industrial Estate, Waluj Dist., Aurangabad - 431 136",FDCL
23,E-MAIL,investors@fdcindia.com,FDCL
24,TELEPHONE,(0240) 255 4407,FDCL
25,SECTOR,PHARMACEUTICALS,FDCL
26,TR AGENT,"Sharex Dynamic, 1, Luthra Indl. Estate, Safed Pool, Andheri (E), Mumbai-72",FDCL
27,AUDITOR,S. R. Batliboi & Co.,FDCL
28,CHM, M. A. Chandavarkar (MD),FDCL
29,COMP SEC, Varsharani Katre,FDCL
30,YEAR OF INC, 1900,FDCL
31,BSE CODE, 531599,FDCL
32,FV (Rs), 1,FDCL
33,DIV YIELD (%), -,FDCL
