,0,1,name
0,Price,65.6,MAND
1,Mkt Cap,3923.0,MAND
2,Vol,1.1,MAND
3,P/E,7.3,MAND
4,P/CF,3.7,MAND
5,EPS (TTM),9.0,MAND
6,% ch,2.2,MAND
7,No. of shares,59.80,MAND
8,% ch week,10.1,MAND
9,% ch 1-mth,40.5,MAND
10,% ch 12-mth,64.6,MAND
11,52 week H/L,68.5/31.0,MAND
12,52weekHigh,68.5,MAND
13,52weekLow,31.0,MAND
14,Indian Promoters,51.2%,MAND
15,Foreign collaborators,3.1%,MAND
16,Indian inst/Mut Fund,2.5%,MAND
17,FIIs,6.1%,MAND
18,ADR/GDR,0.0%,MAND
19,Free float,37.0%,MAND
20,Shareholders,19692,MAND
21,Pledged promoter(s) holding,71.8%,MAND
22,REGD OFF,"MAN House, 102, S.V. Road, Opp. Pawan Hans, Vile Parle (W), Mumbai - 400 056",MAND
23,E-MAIL,investor.relations@maninds.org,MAND
24,TELEPHONE,(022) 6647 7500,MAND
25,SECTOR,CAPITAL GOODS,MAND
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",MAND
27,AUDITOR,Rohira Mehta and Assoc.,MAND
28,CHM, R. C. Mansukhani,MAND
29,COMP SEC, Rachana Mahuvakar,MAND
30,YEAR OF INC, 1972,MAND
31,BSE CODE, 513269,MAND
32,FV (Rs), 5,MAND
33,DIV YIELD (%), 2.2,MAND
