,0,1,name
0,Price,95.3,HERH
1,Mkt Cap,3050.0,HERH
2,Vol,11.3,HERH
3,P/E,30.9,HERH
4,P/CF,19.3,HERH
5,EPS (TTM),3.1,HERH
6,% ch,1.3,HERH
7,No. of shares,32.00,HERH
8,% ch week,4.7,HERH
9,% ch 1-mth,19.4,HERH
10,% ch 12-mth,20.4,HERH
11,52 week H/L,108.3/47.9,HERH
12,52weekHigh,108.3,HERH
13,52weekLow,47.9,HERH
14,Indian Promoters,69.5%,HERH
15,Foreign collaborators,0.0%,HERH
16,Indian inst/Mut Fund,0.0%,HERH
17,FIIs,0.0%,HERH
18,ADR/GDR,0.0%,HERH
19,Free float,30.4%,HERH
20,Shareholders,9648,HERH
21,Pledged promoter(s) holding,0.0%,HERH
22,REGD OFF,"Bajaj Bhawan, 2nd Floor, 226, Jamnalal Bajaj Marg, Nariman Point, Mumbai-21",HERH
23,E-MAIL,shareholders_grievance@indef.com,HERH
24,TELEPHONE,(022) 2202 3626,HERH
25,SECTOR,CAPITAL GOODS,HERH
26,TR AGENT,"21, Shakil Niwas, Mahakali Caves Road, Andheri (East), Mumbai-93",HERH
27,AUDITOR,M. L. Bhuwania & Co.,HERH
28,CHM, Shekhar Bajaj,HERH
29,COMP SEC, S. N. Ananthasubramanian,HERH
30,YEAR OF INC, 1962,HERH
31,BSE CODE, 505720,HERH
32,FV (Rs), 1,HERH
33,DIV YIELD (%), 1.6,HERH
