,0,1,name
0,Price,77.1,JLDR
1,Mkt Cap,2234.0,JLDR
2,Vol,16.9,JLDR
3,P/E,8.5,JLDR
4,P/CF,4.6,JLDR
5,EPS (TTM),9.0,JLDR
6,% ch,-4.0,JLDR
7,No. of shares,28.98,JLDR
8,% ch week,3.4,JLDR
9,% ch 1-mth,11.7,JLDR
10,% ch 12-mth,24.0,JLDR
11,52 week H/L,127.6/41.0,JLDR
12,52weekHigh,127.6,JLDR
13,52weekLow,41.0,JLDR
14,Indian Promoters,63.7%,JLDR
15,Foreign collaborators,0.0%,JLDR
16,Indian inst/Mut Fund,0.0%,JLDR
17,FIIs,0.1%,JLDR
18,ADR/GDR,0.0%,JLDR
19,Free float,36.2%,JLDR
20,Shareholders,11658,JLDR
21,Pledged promoter(s) holding,0.0%,JLDR
22,REGD OFF,"Pipe Nagar, Village - Sukeli, N H 17, B KG Road, Taluka Roha, Raigad-26",JLDR
23,E-MAIL,secretarial@jindaldrilling.in,JLDR
24,TELEPHONE,(0124) 462 4000,JLDR
25,SECTOR,CAPITAL GOODS,JLDR
26,TR AGENT,"Alankit Assignments, Alankit House, 2E/21, Jhandewalan Extn., Delhi-55",JLDR
27,AUDITOR,G. Sanyal & Co.,JLDR
28,CHM, D. P. Jindal,JLDR
29,COMP SEC, Rajeev Ranjan,JLDR
30,YEAR OF INC, 1983,JLDR
31,BSE CODE, 511034,JLDR
32,FV (Rs), 5,JLDR
33,DIV YIELD (%), 0.6,JLDR
