,0,1,name
0,Price,26.3,EIML
1,Mkt Cap,2433.0,EIML
2,Vol,44.5,EIML
3,P/E,2.0,EIML
4,P/CF,0.9,EIML
5,EPS (TTM),12.9,EIML
6,% ch,-3.7,EIML
7,No. of shares,92.50,EIML
8,% ch week,8.9,EIML
9,% ch 1-mth,38.1,EIML
10,% ch 12-mth,119.3,EIML
11,52 week H/L,30.4/7.2,EIML
12,52weekHigh,30.4,EIML
13,52weekLow,7.2,EIML
14,Indian Promoters,23.5%,EIML
15,Foreign collaborators,50.9%,EIML
16,Indian inst/Mut Fund,1.2%,EIML
17,FIIs,18.2%,EIML
18,ADR/GDR,0.0%,EIML
19,Free float,6.3%,EIML
20,Shareholders,23833,EIML
21,Pledged promoter(s) holding,0.0%,EIML
22,REGD OFF,"201, Kailash Plaza, A-12, Opp Laxmi Indl. Estate, Andheri (Wt), Mumbai-53",EIML
23,E-MAIL,compliance.officer@erosintl.com,EIML
24,TELEPHONE,(022) 6602 1500,EIML
25,SECTOR,MEDIA,EIML
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",EIML
27,AUDITOR,"Walker, Chandiok & Co.",EIML
28,CHM, Sunil Lulla (MD),EIML
29,COMP SEC, Dimple Mehta,EIML
30,YEAR OF INC, 1994,EIML
31,BSE CODE, 533261,EIML
32,FV (Rs), 10,EIML
33,DIV YIELD (%), -,EIML
