,0,1,name
0,Price,645.0,NVRT
1,Mkt Cap,216372.0,NVRT
2,Vol,0.2,NVRT
3,P/E,2146.5,NVRT
4,P/CF,393.8,NVRT
5,EPS (TTM),0.3,NVRT
6,% ch,-0.3,NVRT
7,No. of shares,335.46,NVRT
8,% ch week,-2.5,NVRT
9,% ch 1-mth,4.4,NVRT
10,% ch 12-mth,13.9,NVRT
11,52 week H/L,780.0/420.1,NVRT
12,52weekHigh,780.0,NVRT
13,52weekLow,420.1,NVRT
14,Indian Promoters,0.0%,NVRT
15,Foreign collaborators,75.0%,NVRT
16,Indian inst/Mut Fund,2.0%,NVRT
17,FIIs,1.6%,NVRT
18,ADR/GDR,0.0%,NVRT
19,Free float,21.5%,NVRT
20,Shareholders,41647,NVRT
21,Pledged promoter(s) holding,0.0%,NVRT
22,REGD OFF,"Sandoz House, Shivsagar Estate, Dr. Annie Besant Road, Mumbai-18",NVRT
23,E-MAIL,girish.tekchandani@novartis.com,NVRT
24,TELEPHONE,(022) 2495 8400,NVRT
25,SECTOR,PHARMACEUTICALS,NVRT
26,TR AGENT,"Sharepro Serv., 13 AB, Samhita Warehousing, Andheri (E), Mumbai-72",NVRT
27,AUDITOR,Lovelock and Lewes,NVRT
28,CHM, C. Snook,NVRT
29,COMP SEC, Girish Tekchandani,NVRT
30,YEAR OF INC, 1947,NVRT
31,BSE CODE, 500672,NVRT
32,FV (Rs), 5,NVRT
33,DIV YIELD (%), 0.1,NVRT
