,0,1,name
0,Price,13.6,PSB
1,Mkt Cap,5426.0,PSB
2,Vol,159.1,PSB
3,P/E,-0.6,PSB
4,P/CF,0.5,PSB
5,EPS (TTM),-24.5,PSB
6,% ch,-0.4,PSB
7,No. of shares,400.41,PSB
8,% ch week,4.6,PSB
9,% ch 1-mth,-3.9,PSB
10,% ch 12-mth,-32.1,PSB
11,52 week H/L,23.1/9.2,PSB
12,52weekHigh,23.1,PSB
13,52weekLow,9.2,PSB
14,Indian Promoters,79.6%,PSB
15,Foreign collaborators,0.0%,PSB
16,Indian inst/Mut Fund,10.8%,PSB
17,FIIs,1.8%,PSB
18,ADR/GDR,0.0%,PSB
19,Free float,7.8%,PSB
20,Shareholders,150895,PSB
21,Pledged promoter(s) holding,0.0%,PSB
22,REGD OFF,"21, Bank House, Rajendra Place, New Delhi - 110 008",PSB
23,E-MAIL,complianceofficer@psb.co.in,PSB
24,TELEPHONE,(011) 2578 2926,PSB
25,SECTOR,BANKING,PSB
26,TR AGENT,"Link Intime India, 44, Naraina Indl. Area, Phase-I, New Delhi-28",PSB
27,AUDITOR,R. kothari & Co.,PSB
28,CHM, Jatinderbin Sing (IAS),PSB
29,COMP SEC, Ajit Singh Ahuja,PSB
30,YEAR OF INC, 1980,PSB
31,BSE CODE, 533295,PSB
32,FV (Rs), 10,PSB
33,DIV YIELD (%), -,PSB
