,0,1,name
0,Price,10.2,MIRC
1,Mkt Cap,1998.0,MIRC
2,Vol,75.9,MIRC
3,P/E,-17.4,MIRC
4,P/CF,51.6,MIRC
5,EPS (TTM),-0.6,MIRC
6,% ch,-4.9,MIRC
7,No. of shares,196.23,MIRC
8,% ch week,2.5,MIRC
9,% ch 1-mth,54.2,MIRC
10,% ch 12-mth,-7.2,MIRC
11,52 week H/L,13.5/3.6,MIRC
12,52weekHigh,13.5,MIRC
13,52weekLow,3.6,MIRC
14,Indian Promoters,55.1%,MIRC
15,Foreign collaborators,0.0%,MIRC
16,Indian inst/Mut Fund,0.6%,MIRC
17,FIIs,4.8%,MIRC
18,ADR/GDR,0.0%,MIRC
19,Free float,39.5%,MIRC
20,Shareholders,61073,MIRC
21,Pledged promoter(s) holding,0.0%,MIRC
22,REGD OFF,"Onida House, G-1, MIDC, Mahakali Caves Road, Andheri (E), Mumbai - 400 093",MIRC
23,E-MAIL,investors@onida.com,MIRC
24,TELEPHONE,(022) 6697 5777,MIRC
25,SECTOR,CONSUMER DURABLES,MIRC
26,TR AGENT,"Link Intime India, C13, Pannalal Mills Compound, LBS Marg, Mumbai-78",MIRC
27,AUDITOR,S. R. Batliboi & Co.,MIRC
28,CHM, Gulu L. Mirchandani (MD),MIRC
29,COMP SEC, Aashay Khandwala,MIRC
30,YEAR OF INC, 1981,MIRC
31,BSE CODE, 500279,MIRC
32,FV (Rs), 1,MIRC
33,DIV YIELD (%), -,MIRC
