,0,1,name
0,Price,225.6,JISPL
1,Mkt Cap,210898.0,JISPL
2,Vol,28.4,JISPL
3,P/E,-52.8,JISPL
4,P/CF,3.5,JISPL
5,EPS (TTM),-4.3,JISPL
6,% ch,-0.1,JISPL
7,No. of shares,934.83,JISPL
8,% ch week,0.9,JISPL
9,% ch 1-mth,34.6,JISPL
10,% ch 12-mth,123.0,JISPL
11,52 week H/L,238.4/62.1,JISPL
12,52weekHigh,238.4,JISPL
13,52weekLow,62.1,JISPL
14,Indian Promoters,52.5%,JISPL
15,Foreign collaborators,8.0%,JISPL
16,Indian inst/Mut Fund,4.8%,JISPL
17,FIIs,22.4%,JISPL
18,ADR/GDR,0.0%,JISPL
19,Free float,12.4%,JISPL
20,Shareholders,135237,JISPL
21,Pledged promoter(s) holding,11.6%,JISPL
22,REGD OFF,"O. P. Jindal Marg, Hisar - 125 005",JISPL
23,E-MAIL,investorcare@jindalsteel.com,JISPL
24,TELEPHONE,(011) 4502 1817,JISPL
25,SECTOR,STEEL & RELATED,JISPL
26,TR AGENT,"Alankit Assignments, 2E/21, Jhandewala Extension, New Delhi-55",JISPL
27,AUDITOR,S. S. Kothari Mehta & Co.,JISPL
28,CHM, Naveen Jindal (MD),JISPL
29,COMP SEC, T. K. Sadhu,JISPL
30,YEAR OF INC, 1900,JISPL
31,BSE CODE, 532286,JISPL
32,FV (Rs), 1,JISPL
33,DIV YIELD (%), -,JISPL
