,0,1,name
0,Price,16.1,HTMA
1,Mkt Cap,3772.0,HTMA
2,Vol,27.8,HTMA
3,P/E,-1.8,HTMA
4,P/CF,0.8,HTMA
5,EPS (TTM),-9.1,HTMA
6,% ch,-3.9,HTMA
7,No. of shares,235.02,HTMA
8,% ch week,21.2,HTMA
9,% ch 1-mth,27.2,HTMA
10,% ch 12-mth,-30.2,HTMA
11,52 week H/L,27.0/7.8,HTMA
12,52weekHigh,27.0,HTMA
13,52weekLow,7.8,HTMA
14,Indian Promoters,69.5%,HTMA
15,Foreign collaborators,0.0%,HTMA
16,Indian inst/Mut Fund,7.9%,HTMA
17,FIIs,14.1%,HTMA
18,ADR/GDR,0.0%,HTMA
19,Free float,8.5%,HTMA
20,Shareholders,26297,HTMA
21,Pledged promoter(s) holding,0.0%,HTMA
22,REGD OFF,"Hindustan Times House, 18-20, Kasturba Gandhi Marg, New Delhi - 110 001",HTMA
23,E-MAIL,investor@hindustantimes.com,HTMA
24,TELEPHONE,(011) 6656 1608,HTMA
25,SECTOR,MEDIA,HTMA
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-86",HTMA
27,AUDITOR,S. R. Batliboi & Co.,HTMA
28,CHM, Shobhana Bhartia,HTMA
29,COMP SEC, Dinesh Mittal,HTMA
30,YEAR OF INC, 2002,HTMA
31,BSE CODE, 532662,HTMA
32,FV (Rs), 2,HTMA
33,DIV YIELD (%), 2.4,HTMA
