,0,1,name
0,Price,1.8,EMCO
1,Mkt Cap,115.0,EMCO
2,Vol,15.9,EMCO
3,P/E,-0.0,EMCO
4,P/CF,-0.1,EMCO
5,EPS (TTM),-52.1,EMCO
6,% ch,4.7,EMCO
7,No. of shares,65.14,EMCO
8,% ch week,26.4,EMCO
9,% ch 1-mth,36.2,EMCO
10,% ch 12-mth,24.6,EMCO
11,52 week H/L,2.6/0.4,EMCO
12,52weekHigh,2.6,EMCO
13,52weekLow,0.4,EMCO
14,Indian Promoters,43.4%,EMCO
15,Foreign collaborators,0.0%,EMCO
16,Indian inst/Mut Fund,6.4%,EMCO
17,FIIs,0.2%,EMCO
18,ADR/GDR,0.0%,EMCO
19,Free float,50.0%,EMCO
20,Shareholders,25276,EMCO
21,Pledged promoter(s) holding,75.3%,EMCO
22,REGD OFF,"N-104, MIDC Area, Jalgoan, Maharashtra - 425 003",EMCO
23,E-MAIL,praveen.kumar@emcoindia.com,EMCO
24,TELEPHONE,(022) 4040 4500,EMCO
25,SECTOR,CAPITAL GOODS,EMCO
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Cmpd., LBS Marg, Mumbai-78",EMCO
27,AUDITOR,P. Raj & Co.,EMCO
28,CHM, Rajesh S. Jain,EMCO
29,COMP SEC, Praveen Kumar,EMCO
30,YEAR OF INC, 1964,EMCO
31,BSE CODE, 504008,EMCO
32,FV (Rs), 2,EMCO
33,DIV YIELD (%), -,EMCO
