,0,1,name
0,Price,31.4,RAUT
1,Mkt Cap,4241.0,RAUT
2,Vol,52.0,RAUT
3,P/E,25.4,RAUT
4,P/CF,4.0,RAUT
5,EPS (TTM),1.2,RAUT
6,% ch,0.2,RAUT
7,No. of shares,135.29,RAUT
8,% ch week,-0.5,RAUT
9,% ch 1-mth,12.4,RAUT
10,% ch 12-mth,-13.5,RAUT
11,52 week H/L,54.0/16.0,RAUT
12,52weekHigh,54.0,RAUT
13,52weekLow,16.0,RAUT
14,Indian Promoters,50.0%,RAUT
15,Foreign collaborators,0.1%,RAUT
16,Indian inst/Mut Fund,0.0%,RAUT
17,FIIs,0.0%,RAUT
18,ADR/GDR,0.0%,RAUT
19,Free float,49.9%,RAUT
20,Shareholders,39103,RAUT
21,Pledged promoter(s) holding,67.0%,RAUT
22,REGD OFF,"69 KM Stone, Delhi - Jaipur Highway, Dharuhera, Rewari, Haryana - 122106",RAUT
23,E-MAIL,bmjhamb@ricoauto.com,RAUT
24,TELEPHONE,(0124) 282 4000,RAUT
25,SECTOR,"AUTO ANCILLARIES,FORGINGS",RAUT
26,TR AGENT,"MCS Ltd., F-65, Okhla Industrial Area, Phase I, New Delhi - 110 020",RAUT
27,AUDITOR,Walker Chandiok & Co.,RAUT
28,CHM, Arvind Kapur,RAUT
29,COMP SEC, B. M. Jhamb,RAUT
30,YEAR OF INC, 1986,RAUT
31,BSE CODE, 520008,RAUT
32,FV (Rs), 1,RAUT
33,DIV YIELD (%), 2.6,RAUT
