,0,1,name
0,Price,352.6,HRFO
1,Mkt Cap,16358.0,HRFO
2,Vol,1.1,HRFO
3,P/E,-9.7,HRFO
4,P/CF,12.8,HRFO
5,EPS (TTM),-36.2,HRFO
6,% ch,-0.3,HRFO
7,No. of shares,46.40,HRFO
8,% ch week,7.9,HRFO
9,% ch 1-mth,14.1,HRFO
10,% ch 12-mth,10.4,HRFO
11,52 week H/L,409.8/146.7,HRFO
12,52weekHigh,409.8,HRFO
13,52weekLow,146.7,HRFO
14,Indian Promoters,40.0%,HRFO
15,Foreign collaborators,0.0%,HRFO
16,Indian inst/Mut Fund,1.4%,HRFO
17,FIIs,3.2%,HRFO
18,ADR/GDR,0.0%,HRFO
19,Free float,55.4%,HRFO
20,Shareholders,11067,HRFO
21,Pledged promoter(s) holding,0.0%,HRFO
22,REGD OFF,"6-3-541/C, Panjagutta, Hyderabad - 500 082",HRFO
23,E-MAIL,umakanta@heritagefoods.co.in,HRFO
24,TELEPHONE,(040) 2339 1221,HRFO
25,SECTOR,"BEVERAGES, FOOD & TOBACCO",HRFO
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",HRFO
27,AUDITOR,Raju & Prasad,HRFO
28,CHM, D. Seetharamaiah,HRFO
29,COMP SEC, Umakanta Barik,HRFO
30,YEAR OF INC, 1992,HRFO
31,BSE CODE, 519552,HRFO
32,FV (Rs), 10,HRFO
33,DIV YIELD (%), 0.3,HRFO
