,0,1,name
0,Price,356.7,TRPWR
1,Mkt Cap,171413.0,TRPWR
2,Vol,0.1,TRPWR
3,P/E,13.4,TRPWR
4,P/CF,8.2,TRPWR
5,EPS (TTM),26.6,TRPWR
6,% ch,0.3,TRPWR
7,No. of shares,480.62,TRPWR
8,% ch week,1.5,TRPWR
9,% ch 1-mth,12.1,TRPWR
10,% ch 12-mth,23.5,TRPWR
11,52 week H/L,368.8/239.7,TRPWR
12,52weekHigh,368.8,TRPWR
13,52weekLow,239.7,TRPWR
14,Indian Promoters,53.4%,TRPWR
15,Foreign collaborators,0.0%,TRPWR
16,Indian inst/Mut Fund,22.7%,TRPWR
17,FIIs,1.7%,TRPWR
18,ADR/GDR,0.0%,TRPWR
19,Free float,22.1%,TRPWR
20,Shareholders,72340,TRPWR
21,Pledged promoter(s) holding,0.0%,TRPWR
22,REGD OFF,"Torrent House, Off Ashram Road, Ahmedabad - 380 009",TRPWR
23,E-MAIL,rajivshah@torrentpower.com,TRPWR
24,TELEPHONE,(079) 2658 3060,TRPWR
25,SECTOR,POWER,TRPWR
26,TR AGENT,"Sharepro Serv., 13 AB, Samhita Warehousing, 2nd Flr, Andheri (E), Mumbai-72",TRPWR
27,AUDITOR,Deloitte Haskins & Sells,TRPWR
28,CHM, Sudhir Mehta,TRPWR
29,COMP SEC, Srinivas Kotra,TRPWR
30,YEAR OF INC, 2004,TRPWR
31,BSE CODE, 532779,TRPWR
32,FV (Rs), 10,TRPWR
33,DIV YIELD (%), 1.4,TRPWR
