,0,1,name
0,Price,60.6,TTPW
1,Mkt Cap,163901.0,TTPW
2,Vol,406.0,TTPW
3,P/E,16.9,TTPW
4,P/CF,4.5,TTPW
5,EPS (TTM),3.6,TTPW
6,% ch,-0.5,TTPW
7,No. of shares,2704.63,TTPW
8,% ch week,8.2,TTPW
9,% ch 1-mth,23.9,TTPW
10,% ch 12-mth,8.3,TTPW
11,52 week H/L,68.8/27.0,TTPW
12,52weekHigh,68.8,TTPW
13,52weekLow,27.0,TTPW
14,Indian Promoters,33.0%,TTPW
15,Foreign collaborators,0.0%,TTPW
16,Indian inst/Mut Fund,22.6%,TTPW
17,FIIs,25.8%,TTPW
18,ADR/GDR,0.2%,TTPW
19,Free float,18.5%,TTPW
20,Shareholders,242972,TTPW
21,Pledged promoter(s) holding,5.1%,TTPW
22,REGD OFF,"Bombay House, 24, Homi Mody Street, Mumbai - 400 001",TTPW
23,E-MAIL,investorcomplaints@tatapower.com,TTPW
24,TELEPHONE,(022) 6665 8282,TTPW
25,SECTOR,POWER,TTPW
26,TR AGENT,"TSR Darashaw, H. Moosa Patrawala Ind. Est., E.Moses Rd., Mumbai-11",TTPW
27,AUDITOR,Deloitte Haskins & Sells,TTPW
28,CHM, Cyrus P. Mistry,TTPW
29,COMP SEC, H. M. Mistry,TTPW
30,YEAR OF INC, 1919,TTPW
31,BSE CODE, 500400,TTPW
32,FV (Rs), 1,TTPW
33,DIV YIELD (%), 2.1,TTPW
