,0,1,name
0,Price,3351.0,LAMH
1,Mkt Cap,41452.0,LAMH
2,Vol,0.1,LAMH
3,P/E,92.1,LAMH
4,P/CF,17.2,LAMH
5,EPS (TTM),36.4,LAMH
6,% ch,-0.2,LAMH
7,No. of shares,12.37,LAMH
8,% ch week,10.1,LAMH
9,% ch 1-mth,17.6,LAMH
10,% ch 12-mth,-10.8,LAMH
11,52 week H/L,"3,980.0/2,001.0",LAMH
12,52weekHigh,"3,980.0",LAMH
13,52weekLow,"2,001.0",LAMH
14,Indian Promoters,28.4%,LAMH
15,Foreign collaborators,0.0%,LAMH
16,Indian inst/Mut Fund,23.1%,LAMH
17,FIIs,1.9%,LAMH
18,ADR/GDR,0.0%,LAMH
19,Free float,46.7%,LAMH
20,Shareholders,24458,LAMH
21,Pledged promoter(s) holding,0.0%,LAMH
22,REGD OFF,"Perianaickenpalayam, Coimbatore - 641 020",LAMH
23,E-MAIL,investorscell@lmw.co.in,LAMH
24,TELEPHONE,(0422) 269 2371,LAMH
25,SECTOR,CAPITAL GOODS,LAMH
26,TR AGENT,"SKDC Consultants, Kanapathy Towers, Ganapathy, Coimbatore-06",LAMH
27,AUDITOR,M. S. Jagannathan & Viswanathan,LAMH
28,CHM, Sanjay Jayavarthanavelu(MD),LAMH
29,COMP SEC, K. Duraisami,LAMH
30,YEAR OF INC, 1962,LAMH
31,BSE CODE, 500252,LAMH
32,FV (Rs), 10,LAMH
33,DIV YIELD (%), 0.9,LAMH
