,0,1,name
0,Price,128.8,SESA
1,Mkt Cap,381704.0,SESA
2,Vol,528.8,SESA
3,P/E,-8.0,SESA
4,P/CF,2.1,SESA
5,EPS (TTM),-16.0,SESA
6,% ch,-1.5,SESA
7,No. of shares,2964.69,SESA
8,% ch week,0.6,SESA
9,% ch 1-mth,14.9,SESA
10,% ch 12-mth,-4.6,SESA
11,52 week H/L,167.0/60.3,SESA
12,52weekHigh,167.0,SESA
13,52weekLow,60.3,SESA
14,Indian Promoters,0.0%,SESA
15,Foreign collaborators,54.9%,SESA
16,Indian inst/Mut Fund,7.5%,SESA
17,FIIs,18.0%,SESA
18,ADR/GDR,8.4%,SESA
19,Free float,11.2%,SESA
20,Shareholders,419185,SESA
21,Pledged promoter(s) holding,0.0%,SESA
22,REGD OFF,"Sesa Ghor, 20 EDC Complex, Patto, Panaji, Goa - 403 001",SESA
23,E-MAIL,c.chitnis@vedanta.co.in,SESA
24,TELEPHONE,(0832) 246 0720,SESA
25,SECTOR,MINING/MINERALS,SESA
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",SESA
27,AUDITOR,Deloitte Haskins & Sells,SESA
28,CHM, Navin Agarwal,SESA
29,COMP SEC, C. D. Chitnis (GM - Legal),SESA
30,YEAR OF INC, 1965,SESA
31,BSE CODE, 500295,SESA
32,FV (Rs), 1,SESA
33,DIV YIELD (%), 14.6,SESA
