,0,1,name
0,Price,426.5,POME
1,Mkt Cap,37624.0,POME
2,Vol,0.3,POME
3,P/E,40.7,POME
4,P/CF,37.1,POME
5,EPS (TTM),10.5,POME
6,% ch,0.1,POME
7,No. of shares,88.23,POME
8,% ch week,7.9,POME
9,% ch 1-mth,13.2,POME
10,% ch 12-mth,130.5,POME
11,52 week H/L,456.9/179.6,POME
12,52weekHigh,456.9,POME
13,52weekLow,179.6,POME
14,Indian Promoters,48.4%,POME
15,Foreign collaborators,0.3%,POME
16,Indian inst/Mut Fund,0.0%,POME
17,FIIs,4.9%,POME
18,ADR/GDR,0.0%,POME
19,Free float,46.4%,POME
20,Shareholders,3155,POME
21,Pledged promoter(s) holding,0.0%,POME
22,REGD OFF,"First Floor, 12, Sant Nagar, East of Kailash, New Delhi - 110 065",POME
23,E-MAIL,investorcare@polymedicure.com,POME
24,TELEPHONE,(011) 2648 1889,POME
25,SECTOR,ELECTRONIC EQUIPMENTS,POME
26,TR AGENT,"MAS Services, T-34, 2nd Floor, Okhla Industrial Area, Phase-II, New Delhi-20",POME
27,AUDITOR,Doogar & Assoc.,POME
28,CHM, Devendra Raj Mehta,POME
29,COMP SEC, Sonia Singh,POME
30,YEAR OF INC,,POME
31,BSE CODE, 531768,POME
32,FV (Rs), 5,POME
33,DIV YIELD (%), 0.5,POME
