,0,1,name
0,Price,191.7,PANB
1,Mkt Cap,11739.0,PANB
2,Vol,38.7,PANB
3,P/E,8.6,PANB
4,P/CF,12.4,PANB
5,EPS (TTM),22.3,PANB
6,% ch,1.4,PANB
7,No. of shares,61.25,PANB
8,% ch week,0.8,PANB
9,% ch 1-mth,-4.5,PANB
10,% ch 12-mth,53.5,PANB
11,52 week H/L,263.0/90.0,PANB
12,52weekHigh,263.0,PANB
13,52weekLow,90.0,PANB
14,Indian Promoters,74.5%,PANB
15,Foreign collaborators,0.0%,PANB
16,Indian inst/Mut Fund,0.6%,PANB
17,FIIs,1.3%,PANB
18,ADR/GDR,0.0%,PANB
19,Free float,23.6%,PANB
20,Shareholders,10259,PANB
21,Pledged promoter(s) holding,35.1%,PANB
22,REGD OFF,"Ambala - Chandigarh Highway, Lalru, Punjab - 140 501",PANB
23,E-MAIL,companysec@panaceabiotec.com,PANB
24,TELEPHONE,(011) 4157 8024,PANB
25,SECTOR,PHARMACEUTICALS,PANB
26,TR AGENT,"Skyline Financial, D-153 A, Ist Flr., Okhla Indl. Area, Phase-I, New Delhi-20",PANB
27,AUDITOR,S. R. Batliboi & Co.,PANB
28,CHM, Soshil Kumar Jain,PANB
29,COMP SEC, Vinod Goel (GM-Legal),PANB
30,YEAR OF INC, 1985,PANB
31,BSE CODE, 531349,PANB
32,FV (Rs), 1,PANB
33,DIV YIELD (%), -,PANB
