,0,1,name
0,Price,429.0,TISCO
1,Mkt Cap,416653.0,TISCO
2,Vol,17.5,TISCO
3,P/E,19.5,TISCO
4,P/CF,1.8,TISCO
5,EPS (TTM),22.0,TISCO
6,% ch,-0.1,TISCO
7,No. of shares,971.22,TISCO
8,% ch week,1.0,TISCO
9,% ch 1-mth,24.0,TISCO
10,% ch 12-mth,27.0,TISCO
11,52 week H/L,506.0/250.9,TISCO
12,52weekHigh,506.0,TISCO
13,52weekLow,250.9,TISCO
14,Indian Promoters,31.4%,TISCO
15,Foreign collaborators,0.0%,TISCO
16,Indian inst/Mut Fund,24.7%,TISCO
17,FIIs,18.2%,TISCO
18,ADR/GDR,2.4%,TISCO
19,Free float,23.3%,TISCO
20,Shareholders,939623,TISCO
21,Pledged promoter(s) holding,9.0%,TISCO
22,REGD OFF,"Bombay House, 24, Homi Mody Street, Fort, Mumbai - 400 001",TISCO
23,E-MAIL,cosec@tatasteel.com,TISCO
24,TELEPHONE,(022) 6665 7279,TISCO
25,SECTOR,STEEL & RELATED,TISCO
26,TR AGENT,"TSR Darashaw, H. Moosa Patrawala Indl. Est., E.Moses Road, Mumbai-11",TISCO
27,AUDITOR,Deloitte Haskins & Sells,TISCO
28,CHM, Cyrus P. Mistry,TISCO
29,COMP SEC, A. Anjeneyan,TISCO
30,YEAR OF INC, 1907,TISCO
31,BSE CODE, 500470,TISCO
32,FV (Rs), 10,TISCO
33,DIV YIELD (%), 27.5,TISCO
