,0,1,name
0,Price,210.1,GUSP
1,Mkt Cap,118282.0,GUSP
2,Vol,45.5,GUSP
3,P/E,10.7,GUSP
4,P/CF,14.0,GUSP
5,EPS (TTM),19.7,GUSP
6,% ch,0.4,GUSP
7,No. of shares,562.98,GUSP
8,% ch week,1.6,GUSP
9,% ch 1-mth,-0.4,GUSP
10,% ch 12-mth,-2.0,GUSP
11,52 week H/L,263.5/146.0,GUSP
12,52weekHigh,263.5,GUSP
13,52weekLow,146.0,GUSP
14,Indian Promoters,37.7%,GUSP
15,Foreign collaborators,0.0%,GUSP
16,Indian inst/Mut Fund,33.3%,GUSP
17,FIIs,7.6%,GUSP
18,ADR/GDR,0.0%,GUSP
19,Free float,21.3%,GUSP
20,Shareholders,164278,GUSP
21,Pledged promoter(s) holding,0.0%,GUSP
22,REGD OFF,"GSPC Bhavan, Behind Udyog Bhavan, Sector - 11, Gandhinagar - 382 011",GUSP
23,E-MAIL,reena@gspc.in,GUSP
24,TELEPHONE,(079) 6670 1001,GUSP
25,SECTOR,ENERGY SOURCES,GUSP
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",GUSP
27,AUDITOR,RMA & Associates,GUSP
28,CHM, M M Srivastava,GUSP
29,COMP SEC, Reena Desai,GUSP
30,YEAR OF INC, 1998,GUSP
31,BSE CODE, 532702,GUSP
32,FV (Rs), 10,GUSP
33,DIV YIELD (%), 0.8,GUSP
