,0,1,name
0,Price,39.7,ADPL
1,Mkt Cap,113872.0,ADPL
2,Vol,47.7,ADPL
3,P/E,-4.2,ADPL
4,P/CF,18.7,ADPL
5,EPS (TTM),-9.4,ADPL
6,% ch,3.4,ADPL
7,No. of shares,2871.92,ADPL
8,% ch week,7.0,ADPL
9,% ch 1-mth,13.3,ADPL
10,% ch 12-mth,-33.0,ADPL
11,52 week H/L,73.8/24.3,ADPL
12,52weekHigh,73.8,ADPL
13,52weekLow,24.3,ADPL
14,Indian Promoters,70.5%,ADPL
15,Foreign collaborators,4.5%,ADPL
16,Indian inst/Mut Fund,0.6%,ADPL
17,FIIs,7.6%,ADPL
18,ADR/GDR,0.0%,ADPL
19,Free float,16.8%,ADPL
20,Shareholders,296711,ADPL
21,Pledged promoter(s) holding,39.9%,ADPL
22,REGD OFF,"Shikhar Near Adani House, Mithakhali Six Roads, Navrangpura, Ahmedabad-09",ADPL
23,E-MAIL,rajesh.shah@adani.com,ADPL
24,TELEPHONE,(079) 2555 7150,ADPL
25,SECTOR,POWER,ADPL
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",ADPL
27,AUDITOR,Deloitte Haskins & Sells,ADPL
28,CHM, Gautam S. Adani,ADPL
29,COMP SEC, Rajesh Shah,ADPL
30,YEAR OF INC, 1996,ADPL
31,BSE CODE, 533096,ADPL
32,FV (Rs), 10,ADPL
33,DIV YIELD (%), -,ADPL
