,0,1,name
0,Price,87.0,ROCH
1,Mkt Cap,2384.0,ROCH
2,Vol,142.7,ROCH
3,P/E,23.1,ROCH
4,P/CF,8.7,ROCH
5,EPS (TTM),3.8,ROCH
6,% ch,9.0,ROCH
7,No. of shares,27.40,ROCH
8,% ch week,18.3,ROCH
9,% ch 1-mth,53.2,ROCH
10,% ch 12-mth,54.5,ROCH
11,52 week H/L,98.3/32.4,ROCH
12,52weekHigh,98.3,ROCH
13,52weekLow,32.4,ROCH
14,Indian Promoters,71.0%,ROCH
15,Foreign collaborators,0.0%,ROCH
16,Indian inst/Mut Fund,8.8%,ROCH
17,FIIs,0.0%,ROCH
18,ADR/GDR,0.0%,ROCH
19,Free float,20.2%,ROCH
20,Shareholders,18380,ROCH
21,Pledged promoter(s) holding,98.0%,ROCH
22,REGD OFF,"No.1, Golf Avenue, Adjoining KGA Golf Course, Airport Road, Bangalore-560 008",ROCH
23,E-MAIL,cosec@royalorchidhotels.com,ROCH
24,TELEPHONE,(080) 4178 3000,ROCH
25,SECTOR,HOTELS,ROCH
26,TR AGENT,"Integrated Enterp., Ramana Residency, 4th Cross, Malleswaram, Bangalore-03",ROCH
27,AUDITOR,"Walker, Chandiok & Co.",ROCH
28,CHM, Chander K. Baljee (MD),ROCH
29,COMP SEC, Payal Sharma,ROCH
30,YEAR OF INC, 1973,ROCH
31,BSE CODE, 532699,ROCH
32,FV (Rs), 10,ROCH
33,DIV YIELD (%), 2.3,ROCH
