,0,1,name
0,Price,3.3,NOTO
1,Mkt Cap,614.0,NOTO
2,Vol,49.8,NOTO
3,P/E,-1.6,NOTO
4,P/CF,8.3,NOTO
5,EPS (TTM),-2.1,NOTO
6,% ch,-1.5,NOTO
7,No. of shares,186.20,NOTO
8,% ch week,-5.7,NOTO
9,% ch 1-mth,-11.1,NOTO
10,% ch 12-mth,6.8,NOTO
11,52 week H/L,6.2/2.4,NOTO
12,52weekHigh,6.2,NOTO
13,52weekLow,2.4,NOTO
14,Indian Promoters,26.4%,NOTO
15,Foreign collaborators,0.0%,NOTO
16,Indian inst/Mut Fund,15.3%,NOTO
17,FIIs,8.9%,NOTO
18,ADR/GDR,0.0%,NOTO
19,Free float,49.4%,NOTO
20,Shareholders,89215,NOTO
21,Pledged promoter(s) holding,0.0%,NOTO
22,REGD OFF,"Toll Plaza, DND Flyway, Opp. Sector 15-A, Noida, Uttar Pradesh-201301",NOTO
23,E-MAIL,ntbcl@ntbcl.com,NOTO
24,TELEPHONE,(0120) 251 6438,NOTO
25,SECTOR,CONSTRUCTION,NOTO
26,TR AGENT,"Karvy Computershare, 17-24, Vittalrao Nagar, Madhapur, Hyderabad-81",NOTO
27,AUDITOR,Luthra & Luthra,NOTO
28,CHM, R. K. Bhargava,NOTO
29,COMP SEC, Pooja Agarwal,NOTO
30,YEAR OF INC, 1996,NOTO
31,BSE CODE, 532481,NOTO
32,FV (Rs), 10,NOTO
33,DIV YIELD (%), -,NOTO
