,0,1,name
0,Price,28.8,CNMX
1,Mkt Cap,805.0,CNMX
2,Vol,14.5,CNMX
3,P/E,12.7,CNMX
4,P/CF,6.0,CNMX
5,EPS (TTM),2.3,CNMX
6,% ch,-0.7,CNMX
7,No. of shares,28.00,CNMX
8,% ch week,6.5,CNMX
9,% ch 1-mth,23.4,CNMX
10,% ch 12-mth,-23.7,CNMX
11,52 week H/L,46.0/16.3,CNMX
12,52weekHigh,46.0,CNMX
13,52weekLow,16.3,CNMX
14,Indian Promoters,69.3%,CNMX
15,Foreign collaborators,0.0%,CNMX
16,Indian inst/Mut Fund,0.0%,CNMX
17,FIIs,0.0%,CNMX
18,ADR/GDR,0.0%,CNMX
19,Free float,30.7%,CNMX
20,Shareholders,22687,CNMX
21,Pledged promoter(s) holding,60.3%,CNMX
22,REGD OFF,"215 Atrium, 10th Flr., J. B. Nagar, Andheri Kurla Road Andheri (E), Mumbai - 93",CNMX
23,E-MAIL,jatin@cinemaxproperties.com,CNMX
24,TELEPHONE,(022) 6726 8888,CNMX
25,SECTOR,MEDIA,CNMX
26,TR AGENT,"Link Intime India, C-13, Pannalal Silk Mills Compound, LBS Marg, Mumbai-78",CNMX
27,AUDITOR,"Walker, Chandiok & Co",CNMX
28,CHM, Rasesh B. Kanakia,CNMX
29,COMP SEC, Jatin J. Shah,CNMX
30,YEAR OF INC, 2002,CNMX
31,BSE CODE, 532807,CNMX
32,FV (Rs), 10,CNMX
33,DIV YIELD (%), -,CNMX
