,0,1,name
0,Price,1375.0,WSHT
1,Mkt Cap,19388.0,WSHT
2,Vol,0.1,WSHT
3,P/E,-71.4,WSHT
4,P/CF,9.5,WSHT
5,EPS (TTM),-19.3,WSHT
6,% ch,1.2,WSHT
7,No. of shares,14.10,WSHT
8,% ch week,-0.8,WSHT
9,% ch 1-mth,28.8,WSHT
10,% ch 12-mth,-0.7,WSHT
11,52 week H/L,"1,943.0/580.0",WSHT
12,52weekHigh,"1,943.0",WSHT
13,52weekLow,580.0,WSHT
14,Indian Promoters,56.1%,WSHT
15,Foreign collaborators,0.0%,WSHT
16,Indian inst/Mut Fund,8.8%,WSHT
17,FIIs,3.2%,WSHT
18,ADR/GDR,0.0%,WSHT
19,Free float,31.9%,WSHT
20,Shareholders,20089,WSHT
21,Pledged promoter(s) holding,0.0%,WSHT
22,REGD OFF,"Venkateshwara House, S. No. 114/ A/2, Pune Sinhagad Road, Pune-411 030",WSHT
23,E-MAIL,corp.shares@venkys.com,WSHT
24,TELEPHONE,(020) 425 1530,WSHT
25,SECTOR,"BEVERAGES, FOOD & TOBACCO",WSHT
26,TR AGENT,"Bigshare Services, Ansa Indl. Estate, Saki Naka, Andheri (E), Mumbai-72",WSHT
27,AUDITOR,Sudit K. Parekh & Co.,WSHT
28,CHM, Anuradha J. Desai,WSHT
29,COMP SEC, A. G. Bauskar,WSHT
30,YEAR OF INC, 1996,WSHT
31,BSE CODE, 523261,WSHT
32,FV (Rs), 10,WSHT
33,DIV YIELD (%), 0.6,WSHT
