,0,1,name
0,Price,9.0,ATLT
1,Mkt Cap,733.0,ATLT
2,Vol,8.8,ATLT
3,P/E,-2.4,ATLT
4,P/CF,-2.5,ATLT
5,EPS (TTM),-3.8,ATLT
6,% ch,-2.4,ATLT
7,No. of shares,81.50,ATLT
8,% ch week,0.3,ATLT
9,% ch 1-mth,-1.2,ATLT
10,% ch 12-mth,48.1,ATLT
11,52 week H/L,11.6/2.6,ATLT
12,52weekHigh,11.6,ATLT
13,52weekLow,2.6,ATLT
14,Indian Promoters,74.9%,ATLT
15,Foreign collaborators,0.0%,ATLT
16,Indian inst/Mut Fund,3.0%,ATLT
17,FIIs,0.1%,ATLT
18,ADR/GDR,0.0%,ATLT
19,Free float,22.0%,ATLT
20,Shareholders,15236,ATLT
21,Pledged promoter(s) holding,6.0%,ATLT
22,REGD OFF,"101, Shree Ambashanti Chambers, Andheri Kurla Road, Andheri (E), Mumbai-59",ATLT
23,E-MAIL,investors@atlantainfra.com,ATLT
24,TELEPHONE,(022) 2925 2929,ATLT
25,SECTOR,CAPITAL GOODS,ATLT
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",ATLT
27,AUDITOR,Ajay B. Garg.,ATLT
28,CHM, Rajhoo Bbarot (M.D),ATLT
29,COMP SEC, Narayan Joshi,ATLT
30,YEAR OF INC, 1984,ATLT
31,BSE CODE, 532759,ATLT
32,FV (Rs), 2,ATLT
33,DIV YIELD (%), 3.3,ATLT
