,0,1,name
0,Price,3490.7,BJFN
1,Mkt Cap,2100286.0,BJFN
2,Vol,353.1,BJFN
3,P/E,39.9,BJFN
4,P/CF,37.8,BJFN
5,EPS (TTM),87.5,BJFN
6,% ch,3.0,BJFN
7,No. of shares,601.69,BJFN
8,% ch week,3.1,BJFN
9,% ch 1-mth,7.4,BJFN
10,% ch 12-mth,5.0,BJFN
11,52 week H/L,"4,923.2/1,783.1",BJFN
12,52weekHigh,"4,923.2",BJFN
13,52weekLow,"1,783.1",BJFN
14,Indian Promoters,61.6%,BJFN
15,Foreign collaborators,0.0%,BJFN
16,Indian inst/Mut Fund,7.1%,BJFN
17,FIIs,12.2%,BJFN
18,ADR/GDR,0.0%,BJFN
19,Free float,19.1%,BJFN
20,Shareholders,19952,BJFN
21,Pledged promoter(s) holding,0.0%,BJFN
22,REGD OFF,"C/o Bajaj Finance Ltd, Mumbai- Pune Road, Akurdi, Pune - 35",BJFN
23,E-MAIL,investor.service@bajajfinserv.in,BJFN
24,TELEPHONE,(020) 3040 5060,BJFN
25,SECTOR,MISCELLANEOUS,BJFN
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",BJFN
27,AUDITOR,Dalal & Shah,BJFN
28,CHM, Rahul Bajaj,BJFN
29,COMP SEC, Anant Damle,BJFN
30,YEAR OF INC, 1987,BJFN
31,BSE CODE, 500034,BJFN
32,FV (Rs), 10,BJFN
33,DIV YIELD (%), 0.1,BJFN
