,0,1,name
0,Price,1418.3,COLG
1,Mkt Cap,385755.0,COLG
2,Vol,8.8,COLG
3,P/E,47.2,COLG
4,P/CF,41.3,COLG
5,EPS (TTM),30.0,COLG
6,% ch,0.6,COLG
7,No. of shares,271.98,COLG
8,% ch week,-0.3,COLG
9,% ch 1-mth,2.5,COLG
10,% ch 12-mth,18.0,COLG
11,52 week H/L,"1,641.0/1,065.2",COLG
12,52weekHigh,"1,641.0",COLG
13,52weekLow,"1,065.2",COLG
14,Indian Promoters,0.0%,COLG
15,Foreign collaborators,51.0%,COLG
16,Indian inst/Mut Fund,7.0%,COLG
17,FIIs,20.0%,COLG
18,ADR/GDR,0.0%,COLG
19,Free float,22.1%,COLG
20,Shareholders,131569,COLG
21,Pledged promoter(s) holding,0.0%,COLG
22,REGD OFF,"Colgate Research Centre, Main Street, Hiranandani Gardens, Powai, Mumbai-76",COLG
23,E-MAIL,investor_grievance@colpal.com,COLG
24,TELEPHONE,(022) 6709 5050,COLG
25,SECTOR,CONSUMER PRODUCTS,COLG
26,TR AGENT,"Sharepro Serv., 13 AB, Samhita Warehousing, 2nd Flr, Andheri (E), Mumbai-72",COLG
27,AUDITOR,Price Waterhouse,COLG
28,CHM, M. V. Deoras,COLG
29,COMP SEC, N. Ghate,COLG
30,YEAR OF INC, 1937,COLG
31,BSE CODE, 500830,COLG
32,FV (Rs), 1,COLG
33,DIV YIELD (%), 1.6,COLG
