,0,1,name
0,Price,180.7,BAJCL
1,Mkt Cap,26653.0,BAJCL
2,Vol,2.1,BAJCL
3,P/E,14.3,BAJCL
4,P/CF,11.7,BAJCL
5,EPS (TTM),12.6,BAJCL
6,% ch,0.6,BAJCL
7,No. of shares,147.50,BAJCL
8,% ch week,0.9,BAJCL
9,% ch 1-mth,7.3,BAJCL
10,% ch 12-mth,-28.9,BAJCL
11,52 week H/L,270.9/117.5,BAJCL
12,52weekHigh,270.9,BAJCL
13,52weekLow,117.5,BAJCL
14,Indian Promoters,66.9%,BAJCL
15,Foreign collaborators,0.0%,BAJCL
16,Indian inst/Mut Fund,1.6%,BAJCL
17,FIIs,24.5%,BAJCL
18,ADR/GDR,0.0%,BAJCL
19,Free float,7.1%,BAJCL
20,Shareholders,19219,BAJCL
21,Pledged promoter(s) holding,0.0%,BAJCL
22,REGD OFF,"221, 2nd Floor, Solitaire Corporate Park, 167, Chakala, Andheri (E), Mumbai-93",BAJCL
23,E-MAIL,complianceofficer@bajajcorp.com,BAJCL
24,TELEPHONE,(022) 6691 9477,BAJCL
25,SECTOR,CONSUMER PRODUCTS,BAJCL
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",BAJCL
27,AUDITOR,R. S. Dani & Co.,BAJCL
28,CHM, Kushagra Nayan Bajaj,BAJCL
29,COMP SEC, Sujoy Sircar,BAJCL
30,YEAR OF INC, 2006,BAJCL
31,BSE CODE, 533229,BAJCL
32,FV (Rs), 1,BAJCL
33,DIV YIELD (%), 7.7,BAJCL
