,0,1,name
0,Price,227.0,ELEQ
1,Mkt Cap,35960.0,ELEQ
2,Vol,0.2,ELEQ
3,P/E,87.0,ELEQ
4,P/CF,23.7,ELEQ
5,EPS (TTM),2.6,ELEQ
6,% ch,-0.6,ELEQ
7,No. of shares,158.45,ELEQ
8,% ch week,-5.6,ELEQ
9,% ch 1-mth,35.3,ELEQ
10,% ch 12-mth,-6.8,ELEQ
11,52 week H/L,309.6/102.3,ELEQ
12,52weekHigh,309.6,ELEQ
13,52weekLow,102.3,ELEQ
14,Indian Promoters,31.9%,ELEQ
15,Foreign collaborators,0.0%,ELEQ
16,Indian inst/Mut Fund,11.5%,ELEQ
17,FIIs,14.0%,ELEQ
18,ADR/GDR,0.0%,ELEQ
19,Free float,42.7%,ELEQ
20,Shareholders,20376,ELEQ
21,Pledged promoter(s) holding,0.0%,ELEQ
22,REGD OFF,"Elgi Industrial Complex, Trichy Road, Singanallur, Coimbatore - 641 005",ELEQ
23,E-MAIL,investor@elgi.com,ELEQ
24,TELEPHONE,(0422) 2589 136,ELEQ
25,SECTOR,CAPITAL GOODS,ELEQ
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",ELEQ
27,AUDITOR,RJC Associates,ELEQ
28,CHM, Jairam Varadaraj (MD),ELEQ
29,COMP SEC, R. Syam Kumar,ELEQ
30,YEAR OF INC, 1966,ELEQ
31,BSE CODE, 522074,ELEQ
32,FV (Rs), 1,ELEQ
33,DIV YIELD (%), 0.6,ELEQ
