,0,1,name
0,Price,97.1,REIND
1,Mkt Cap,25904.0,REIND
2,Vol,298.5,REIND
3,P/E,133.7,REIND
4,P/CF,27.0,REIND
5,EPS (TTM),0.7,REIND
6,% ch,-0.1,REIND
7,No. of shares,266.91,REIND
8,% ch week,1.9,REIND
9,% ch 1-mth,4.6,REIND
10,% ch 12-mth,3.5,REIND
11,52 week H/L,112.1/67.9,REIND
12,52weekHigh,112.1,REIND
13,52weekLow,67.9,REIND
14,Indian Promoters,60.4%,REIND
15,Foreign collaborators,0.0%,REIND
16,Indian inst/Mut Fund,4.1%,REIND
17,FIIs,4.3%,REIND
18,ADR/GDR,0.0%,REIND
19,Free float,31.2%,REIND
20,Shareholders,1602,REIND
21,Pledged promoter(s) holding,0.0%,REIND
22,REGD OFF,"Mahagaon Road, Village Betegaon, Boisar (East), Palghar,Thane-401 501",REIND
23,E-MAIL,investor@responsiveindustries.com,REIND
24,TELEPHONE,(022) 6656 2821,REIND
25,SECTOR,PLASTICS,REIND
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",REIND
27,AUDITOR,Haribhakti & Co.,REIND
28,CHM, Atit Agarwal (MD),REIND
29,COMP SEC, Alpa Ramani,REIND
30,YEAR OF INC, 1982,REIND
31,BSE CODE, 505509,REIND
32,FV (Rs), 1,REIND
33,DIV YIELD (%), 0.1,REIND
