,0,1,name
0,Price,83.1,EDWS
1,Mkt Cap,65794.0,EDWS
2,Vol,685.5,EDWS
3,P/E,9.3,EDWS
4,P/CF,5.6,EDWS
5,EPS (TTM),8.9,EDWS
6,% ch,4.9,EDWS
7,No. of shares,791.75,EDWS
8,% ch week,10.6,EDWS
9,% ch 1-mth,1.7,EDWS
10,% ch 12-mth,-24.4,EDWS
11,52 week H/L,134.3/29.9,EDWS
12,52weekHigh,134.3,EDWS
13,52weekLow,29.9,EDWS
14,Indian Promoters,37.3%,EDWS
15,Foreign collaborators,0.1%,EDWS
16,Indian inst/Mut Fund,0.0%,EDWS
17,FIIs,21.1%,EDWS
18,ADR/GDR,0.0%,EDWS
19,Free float,41.5%,EDWS
20,Shareholders,134647,EDWS
21,Pledged promoter(s) holding,52.2%,EDWS
22,REGD OFF,"Edelweiss House, Off C.S.T. Road, Kalina, Mumbai - 400 098",EDWS
23,E-MAIL,ir@edelweissfin.com,EDWS
24,TELEPHONE,(022) 4009 4400,EDWS
25,SECTOR,MISCELLANEOUS,EDWS
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",EDWS
27,AUDITOR,B. S. R & Assoc.,EDWS
28,CHM, Rashesh C. Shah (CEO & MD),EDWS
29,COMP SEC, B. Renganathan,EDWS
30,YEAR OF INC, 1995,EDWS
31,BSE CODE, 532922,EDWS
32,FV (Rs), 1,EDWS
33,DIV YIELD (%), 1.9,EDWS
