,0,1,name
0,Price,49.9,GMDC
1,Mkt Cap,15868.0,GMDC
2,Vol,6.0,GMDC
3,P/E,7.8,GMDC
4,P/CF,2.9,GMDC
5,EPS (TTM),6.4,GMDC
6,% ch,0.9,GMDC
7,No. of shares,318.00,GMDC
8,% ch week,9.1,GMDC
9,% ch 1-mth,19.1,GMDC
10,% ch 12-mth,-20.5,GMDC
11,52 week H/L,72.4/29.5,GMDC
12,52weekHigh,72.4,GMDC
13,52weekLow,29.5,GMDC
14,Indian Promoters,74.0%,GMDC
15,Foreign collaborators,0.0%,GMDC
16,Indian inst/Mut Fund,11.5%,GMDC
17,FIIs,6.1%,GMDC
18,ADR/GDR,0.0%,GMDC
19,Free float,8.4%,GMDC
20,Shareholders,52394,GMDC
21,Pledged promoter(s) holding,0.0%,GMDC
22,REGD OFF,"Khanij Bhavan, 132 Ft Ring Rd, Nr. University Ground, Ahmedabad - 380 052",GMDC
23,E-MAIL,cosec@gmdcltd.com,GMDC
24,TELEPHONE,(079) 2791 3200,GMDC
25,SECTOR,MINING/MINERALS,GMDC
26,TR AGENT,"MCS Ltd., 101, Shatdal Complex, 1st Flr., Ashram Rd., Ahmedabad-09",GMDC
27,AUDITOR,H. K. Shah & Co,GMDC
28,CHM, D. J. Pandian (IAS),GMDC
29,COMP SEC, Joel Evans,GMDC
30,YEAR OF INC, 1963,GMDC
31,BSE CODE, 532181,GMDC
32,FV (Rs), 2,GMDC
33,DIV YIELD (%), 7.0,GMDC
