,0,1,name
0,Price,58.2,ASHAP
1,Mkt Cap,5058.0,ASHAP
2,Vol,0.6,ASHAP
3,P/E,1.3,ASHAP
4,P/CF,-14.6,ASHAP
5,EPS (TTM),43.3,ASHAP
6,% ch,5.0,ASHAP
7,No. of shares,86.99,ASHAP
8,% ch week,22.8,ASHAP
9,% ch 1-mth,46.1,ASHAP
10,% ch 12-mth,133.1,ASHAP
11,52 week H/L,55.4/18.7,ASHAP
12,52weekHigh,55.4,ASHAP
13,52weekLow,18.7,ASHAP
14,Indian Promoters,48.9%,ASHAP
15,Foreign collaborators,0.0%,ASHAP
16,Indian inst/Mut Fund,0.2%,ASHAP
17,FIIs,18.1%,ASHAP
18,ADR/GDR,0.0%,ASHAP
19,Free float,32.8%,ASHAP
20,Shareholders,21969,ASHAP
21,Pledged promoter(s) holding,69.8%,ASHAP
22,REGD OFF,"Jeevan Udyog Bldg, 3rd Flr, 278, D.N. Road, Fort, Mumbai - 400 001",ASHAP
23,E-MAIL,cosec@ashapura.com,ASHAP
24,TELEPHONE,(022) 6622 1700,ASHAP
25,SECTOR,MINING/MINERALS,ASHAP
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Cmpd., LBS Marg, Mumbai-78",ASHAP
27,AUDITOR,Sanghavi & Co.,ASHAP
28,CHM, Navnitlal R. Shah,ASHAP
29,COMP SEC, Sachin Polke,ASHAP
30,YEAR OF INC, 1960,ASHAP
31,BSE CODE, 527001,ASHAP
32,FV (Rs), 2,ASHAP
33,DIV YIELD (%), -,ASHAP
