,0,1,name
0,Price,87.0,DCBL
1,Mkt Cap,24490.0,DCBL
2,Vol,1512.8,DCBL
3,P/E,7.3,DCBL
4,P/CF,2.1,DCBL
5,EPS (TTM),11.9,DCBL
6,% ch,3.7,DCBL
7,No. of shares,281.49,DCBL
8,% ch week,9.2,DCBL
9,% ch 1-mth,8.2,DCBL
10,% ch 12-mth,-56.6,DCBL
11,52 week H/L,218.5/58.1,DCBL
12,52weekHigh,218.5,DCBL
13,52weekLow,58.1,DCBL
14,Indian Promoters,0.9%,DCBL
15,Foreign collaborators,15.5%,DCBL
16,Indian inst/Mut Fund,23.2%,DCBL
17,FIIs,15.0%,DCBL
18,ADR/GDR,0.0%,DCBL
19,Free float,45.5%,DCBL
20,Shareholders,184073,DCBL
21,Pledged promoter(s) holding,0.0%,DCBL
22,REGD OFF,"601-602, Peninsula Business Park, Senapati Bapat Marg, Lower Parel, Mumbai-13",DCBL
23,E-MAIL,barve@dcbbank.com,DCBL
24,TELEPHONE,(022) 6618 7013,DCBL
25,SECTOR,BANKING,DCBL
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",DCBL
27,AUDITOR,S. R. Batliboi & Co.,DCBL
28,CHM, Nasser Munjee,DCBL
29,COMP SEC, H. V. Barve (VP & CS),DCBL
30,YEAR OF INC, 1995,DCBL
31,BSE CODE, 532772,DCBL
32,FV (Rs), 10,DCBL
33,DIV YIELD (%), 1.3,DCBL
