,0,1,name
0,Price,57.2,PIRLS
1,Mkt Cap,1624.0,PIRLS
2,Vol,2.4,PIRLS
3,P/E,4.7,PIRLS
4,P/CF,6.3,PIRLS
5,EPS (TTM),12.1,PIRLS
6,% ch,-4.9,PIRLS
7,No. of shares,28.40,PIRLS
8,% ch week,-7.0,PIRLS
9,% ch 1-mth,12.2,PIRLS
10,% ch 12-mth,-13.5,PIRLS
11,52 week H/L,110.9/38.0,PIRLS
12,52weekHigh,110.9,PIRLS
13,52weekLow,38.0,PIRLS
14,Indian Promoters,75.0%,PIRLS
15,Foreign collaborators,0.0%,PIRLS
16,Indian inst/Mut Fund,0.0%,PIRLS
17,FIIs,0.0%,PIRLS
18,ADR/GDR,0.0%,PIRLS
19,Free float,25.0%,PIRLS
20,Shareholders,4630,PIRLS
21,Pledged promoter(s) holding,0.0%,PIRLS
22,REGD OFF,"Marathon Nextgen, Mafatlal Mills, N. M. Joshi Marg, Lower Parel (W), Mumbai-13",PIRLS
23,E-MAIL,shares@marathonnextgen.com,PIRLS
24,TELEPHONE,(022) 2492 5869,PIRLS
25,SECTOR,CONSTRUCTION,PIRLS
26,TR AGENT,"Adroit Corporate, 19/20, Jafferbhoy Ind Est, Ist Flr, Andheri (E), Mumbai-59",PIRLS
27,AUDITOR,Haribhakti & Co.,PIRLS
28,CHM, Chetan R. Shah (MD),PIRLS
29,COMP SEC, K. S. Raghavan,PIRLS
30,YEAR OF INC, 1969,PIRLS
31,BSE CODE, 503101,PIRLS
32,FV (Rs), 10,PIRLS
33,DIV YIELD (%), 1.4,PIRLS
