,0,1,name
0,Price,25.6,BHSN
1,Mkt Cap,5788.0,BHSN
2,Vol,95.9,BHSN
3,P/E,-0.4,BHSN
4,P/CF,0.2,BHSN
5,EPS (TTM),-62.7,BHSN
6,% ch,0.2,BHSN
7,No. of shares,226.52,BHSN
8,% ch week,2.0,BHSN
9,% ch 1-mth,20.5,BHSN
10,% ch 12-mth,21.4,BHSN
11,52 week H/L,32.6/15.3,BHSN
12,52weekHigh,32.6,BHSN
13,52weekLow,15.3,BHSN
14,Indian Promoters,63.0%,BHSN
15,Foreign collaborators,0.0%,BHSN
16,Indian inst/Mut Fund,4.2%,BHSN
17,FIIs,1.5%,BHSN
18,ADR/GDR,0.0%,BHSN
19,Free float,31.3%,BHSN
20,Shareholders,40228,BHSN
21,Pledged promoter(s) holding,69.9%,BHSN
22,REGD OFF,"Bhushan Centre, Ground Floor, Hyatt Regency Complex, Bhikaji Came Place, New Delhi - 110066",BHSN
23,E-MAIL,bsl@bhushansteel.com,BHSN
24,TELEPHONE,(011) 71194000,BHSN
25,SECTOR,STEEL & RELATED,BHSN
26,TR AGENT,"RCMC Share Registry Pvt. Ltd., B-106, Sector 2, Noida-01",BHSN
27,AUDITOR,Mehra Goel & Co.,BHSN
28,CHM, Brij Bhushan Singal,BHSN
29,COMP SEC, O. P. Davra,BHSN
30,YEAR OF INC, 1983,BHSN
31,BSE CODE, 500055,BHSN
32,FV (Rs), 2,BHSN
33,DIV YIELD (%), -,BHSN
