,0,1,name
0,Price,216.8,RUPA
1,Mkt Cap,17236.0,RUPA
2,Vol,15.2,RUPA
3,P/E,22.5,RUPA
4,P/CF,19.3,RUPA
5,EPS (TTM),9.6,RUPA
6,% ch,6.2,RUPA
7,No. of shares,79.52,RUPA
8,% ch week,3.4,RUPA
9,% ch 1-mth,37.7,RUPA
10,% ch 12-mth,29.8,RUPA
11,52 week H/L,251.0/101.9,RUPA
12,52weekHigh,251.0,RUPA
13,52weekLow,101.9,RUPA
14,Indian Promoters,74.9%,RUPA
15,Foreign collaborators,0.0%,RUPA
16,Indian inst/Mut Fund,0.0%,RUPA
17,FIIs,0.0%,RUPA
18,ADR/GDR,0.0%,RUPA
19,Free float,25.1%,RUPA
20,Shareholders,1989,RUPA
21,Pledged promoter(s) holding,0.0%,RUPA
22,REGD OFF,"Metro Tower, 8th Floor, 1, Ho Chi Minh Sarani, Kolkata - 700 071",RUPA
23,E-MAIL,cs@rupa.co.in,RUPA
24,TELEPHONE,(033) 3057 2100,RUPA
25,SECTOR,TEXTILES,RUPA
26,TR AGENT,"Maheswari Datamatics, 6, Mangoe Lane, 2nd Floor, Kolkata-01",RUPA
27,AUDITOR,S. R. Batliboi & Co.,RUPA
28,CHM, P. R. Agarwala,RUPA
29,COMP SEC, Sudip Chatterjee,RUPA
30,YEAR OF INC, 1985,RUPA
31,BSE CODE, 533552,RUPA
32,FV (Rs), 1,RUPA
33,DIV YIELD (%), 1.4,RUPA
