,0,1,name
0,Price,229.8,KYST
1,Mkt Cap,10029.0,KYST
2,Vol,0.8,KYST
3,P/E,6.5,KYST
4,P/CF,5.9,KYST
5,EPS (TTM),35.5,KYST
6,% ch,1.2,KYST
7,No. of shares,43.65,KYST
8,% ch week,2.8,KYST
9,% ch 1-mth,6.6,KYST
10,% ch 12-mth,29.3,KYST
11,52 week H/L,268.7/92.4,KYST
12,52weekHigh,268.7,KYST
13,52weekLow,92.4,KYST
14,Indian Promoters,59.9%,KYST
15,Foreign collaborators,0.0%,KYST
16,Indian inst/Mut Fund,0.3%,KYST
17,FIIs,0.4%,KYST
18,ADR/GDR,0.0%,KYST
19,Free float,39.9%,KYST
20,Shareholders,38960,KYST
21,Pledged promoter(s) holding,0.0%,KYST
22,REGD OFF,"Mundhwa, Pune - 411 036",KYST
23,E-MAIL,investor@kalyanisteels.com,KYST
24,TELEPHONE,(020) 2671 5000,KYST
25,SECTOR,STEEL & RELATED,KYST
26,TR AGENT,"Link Intime India, 202, Akshay Complex, Off Dhole Patil Rd., Pune-01",KYST
27,AUDITOR,P. G. Bhagwat,KYST
28,CHM, B. N. Kalyani,KYST
29,COMP SEC, Deepti R. Puranik,KYST
30,YEAR OF INC, 1973,KYST
31,BSE CODE, 500235,KYST
32,FV (Rs), 5,KYST
33,DIV YIELD (%), 2.2,KYST
