,0,1,name
0,Price,1711.3,VSTT
1,Mkt Cap,14786.0,VSTT
2,Vol,7.2,VSTT
3,P/E,82.0,VSTT
4,P/CF,12.0,VSTT
5,EPS (TTM),20.9,VSTT
6,% ch,6.2,VSTT
7,No. of shares,8.64,VSTT
8,% ch week,5.2,VSTT
9,% ch 1-mth,22.7,VSTT
10,% ch 12-mth,79.1,VSTT
11,52 week H/L,"1,751.0/601.0",VSTT
12,52weekHigh,"1,751.0",VSTT
13,52weekLow,601.0,VSTT
14,Indian Promoters,50.9%,VSTT
15,Foreign collaborators,2.9%,VSTT
16,Indian inst/Mut Fund,10.6%,VSTT
17,FIIs,3.4%,VSTT
18,ADR/GDR,0.0%,VSTT
19,Free float,32.2%,VSTT
20,Shareholders,9024,VSTT
21,Pledged promoter(s) holding,0.0%,VSTT
22,REGD OFF,"Dyavasandra Industrial Layout, Whitefield Road, Mahadevapura Post, Bangalore-48",VSTT
23,E-MAIL,chinmaya@vsttillers.com,VSTT
24,TELEPHONE,(080) 2851 0805,VSTT
25,SECTOR,AUTOMOBILES/VEHICLES,VSTT
26,TR AGENT,"Integrated Enterp., 30, Ramana Residency, Malleswaram, Bangalore-03",VSTT
27,AUDITOR,Brahmayya & Co.,VSTT
28,CHM, V. K. Surendra,VSTT
29,COMP SEC, Chinmaya Khatua,VSTT
30,YEAR OF INC, 1968,VSTT
31,BSE CODE, 531266,VSTT
32,FV (Rs), 10,VSTT
33,DIV YIELD (%), 2.9,VSTT
