,0,1,name
0,Price,441.3,CSFL
1,Mkt Cap,8578.0,CSFL
2,Vol,20.5,CSFL
3,P/E,8.8,CSFL
4,P/CF,6.7,CSFL
5,EPS (TTM),50.1,CSFL
6,% ch,-3.7,CSFL
7,No. of shares,19.44,CSFL
8,% ch week,-0.6,CSFL
9,% ch 1-mth,6.6,CSFL
10,% ch 12-mth,110.8,CSFL
11,52 week H/L,491.0/187.2,CSFL
12,52weekHigh,491.0,CSFL
13,52weekLow,187.2,CSFL
14,Indian Promoters,43.5%,CSFL
15,Foreign collaborators,0.0%,CSFL
16,Indian inst/Mut Fund,1.6%,CSFL
17,FIIs,0.1%,CSFL
18,ADR/GDR,0.0%,CSFL
19,Free float,54.8%,CSFL
20,Shareholders,24783,CSFL
21,Pledged promoter(s) holding,0.0%,CSFL
22,REGD OFF,"1008, DLF TowerA, Jasola District New Delhi",CSFL
23,E-MAIL,investor.relations@cosmofilms.com,CSFL
24,TELEPHONE,(011) 2686 3968/9,CSFL
25,SECTOR,PACKAGING,CSFL
26,TR AGENT,"Alankit Assignments, 205-208, Anarkali Complex, Jhandewalan Extn, New Delhi - 55",CSFL
27,AUDITOR,B. K. Shroff & Co.,CSFL
28,CHM, Ashok Jaipuria,CSFL
29,COMP SEC, Atul Mittal,CSFL
30,YEAR OF INC, 1976,CSFL
31,BSE CODE, 508814,CSFL
32,FV (Rs), 10,CSFL
33,DIV YIELD (%), 2.3,CSFL
