,0,1,name
0,Price,358.1,HMNI
1,Mkt Cap,81266.0,HMNI
2,Vol,0.8,HMNI
3,P/E,26.3,HMNI
4,P/CF,12.9,HMNI
5,EPS (TTM),13.6,HMNI
6,% ch,-0.1,HMNI
7,No. of shares,226.97,HMNI
8,% ch week,1.8,HMNI
9,% ch 1-mth,46.5,HMNI
10,% ch 12-mth,22.2,HMNI
11,52 week H/L,363.2/140.9,HMNI
12,52weekHigh,363.2,HMNI
13,52weekLow,140.9,HMNI
14,Indian Promoters,70.6%,HMNI
15,Foreign collaborators,2.2%,HMNI
16,Indian inst/Mut Fund,1.3%,HMNI
17,FIIs,16.8%,HMNI
18,ADR/GDR,0.0%,HMNI
19,Free float,9.2%,HMNI
20,Shareholders,25076,HMNI
21,Pledged promoter(s) holding,19.5%,HMNI
22,REGD OFF,"Emami Tower, 687, Anandapur, EM Bypass, Kolkata - 700 107",HMNI
23,E-MAIL,investors@emamigroup.com,HMNI
24,TELEPHONE,(033) 6613 6264,HMNI
25,SECTOR,CONSUMER PRODUCTS,HMNI
26,TR AGENT,"Maheswari Datamatics, 6, Mangoe Lane, 2nd Floor, Kolkata-01",HMNI
27,AUDITOR,S. K. Agrawal & Co.,HMNI
28,CHM, R .S. Agarwal,HMNI
29,COMP SEC, A. K. Joshi,HMNI
30,YEAR OF INC, 1983,HMNI
31,BSE CODE, 531162,HMNI
32,FV (Rs), 1,HMNI
33,DIV YIELD (%), 2.2,HMNI
