,0,1,name
0,Price,19.2,MNIT
1,Mkt Cap,1267.0,MNIT
2,Vol,153.0,MNIT
3,P/E,-0.2,MNIT
4,P/CF,-0.0,MNIT
5,EPS (TTM),-78.7,MNIT
6,% ch,-0.6,MNIT
7,No. of shares,65.83,MNIT
8,% ch week,27.2,MNIT
9,% ch 1-mth,38.4,MNIT
10,% ch 12-mth,32.7,MNIT
11,52 week H/L,20.3/8.0,MNIT
12,52weekHigh,20.3,MNIT
13,52weekLow,8.0,MNIT
14,Indian Promoters,49.9%,MNIT
15,Foreign collaborators,0.0%,MNIT
16,Indian inst/Mut Fund,1.3%,MNIT
17,FIIs,38.5%,MNIT
18,ADR/GDR,0.0%,MNIT
19,Free float,10.2%,MNIT
20,Shareholders,13060,MNIT
21,Pledged promoter(s) holding,0.0%,MNIT
22,REGD OFF,"Monnet Marg, Mandir Hasaud, Raipur - 492 101",MNIT
23,E-MAIL,isc_miel@monnetgroup.com,MNIT
24,TELEPHONE,(011) 2921 8542,MNIT
25,SECTOR,STEEL & RELATED,MNIT
26,TR AGENT,"MCS Ltd., F-65, 1st Floor, Okhla Indl. Area, Phase I, New Delhi-20",MNIT
27,AUDITOR,O. P. Bagla & Co.,MNIT
28,CHM, Sandeep Jajodia (MD),MNIT
29,COMP SEC, M. P. Kharbanda,MNIT
30,YEAR OF INC, 1995,MNIT
31,BSE CODE, 513446,MNIT
32,FV (Rs), 10,MNIT
33,DIV YIELD (%), -,MNIT
