,0,1,name
0,Price,66.1,LOVAL
1,Mkt Cap,1110.0,LOVAL
2,Vol,24.3,LOVAL
3,P/E,-342.5,LOVAL
4,P/CF,44.4,LOVAL
5,EPS (TTM),-0.2,LOVAL
6,% ch,6.5,LOVAL
7,No. of shares,16.80,LOVAL
8,% ch week,1.5,LOVAL
9,% ch 1-mth,28.3,LOVAL
10,% ch 12-mth,6.1,LOVAL
11,52 week H/L,87.4/34.0,LOVAL
12,52weekHigh,87.4,LOVAL
13,52weekLow,34.0,LOVAL
14,Indian Promoters,66.3%,LOVAL
15,Foreign collaborators,0.9%,LOVAL
16,Indian inst/Mut Fund,2.3%,LOVAL
17,FIIs,12.9%,LOVAL
18,ADR/GDR,0.0%,LOVAL
19,Free float,17.6%,LOVAL
20,Shareholders,15622,LOVAL
21,Pledged promoter(s) holding,0.0%,LOVAL
22,REGD OFF,"A - 46, Street No. 2, MIDC, Andheri East), Mumbai-400 093",LOVAL
23,E-MAIL,corporate@lovableindia.in,LOVAL
24,TELEPHONE,(022) 2838 3581,LOVAL
25,SECTOR,TEXTILES,LOVAL
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",LOVAL
27,AUDITOR,M/s. Vinodkumar jain & Co.,LOVAL
28,CHM, L. Vinay Reddy (MD),LOVAL
29,COMP SEC, Ms. Darsha Sanghvi,LOVAL
30,YEAR OF INC, 1987,LOVAL
31,BSE CODE, 533343,LOVAL
32,FV (Rs), 10,LOVAL
33,DIV YIELD (%), 0.7,LOVAL
