,0,1,name
0,Price,19.3,IRSY
1,Mkt Cap,2936.0,IRSY
2,Vol,11.5,IRSY
3,P/E,-0.7,IRSY
4,P/CF,-1.6,IRSY
5,EPS (TTM),-28.7,IRSY
6,% ch,-4.3,IRSY
7,No. of shares,151.83,IRSY
8,% ch week,11.9,IRSY
9,% ch 1-mth,22.8,IRSY
10,% ch 12-mth,-30.9,IRSY
11,52 week H/L,35.0/8.4,IRSY
12,52weekHigh,35.0,IRSY
13,52weekLow,8.4,IRSY
14,Indian Promoters,37.7%,IRSY
15,Foreign collaborators,29.2%,IRSY
16,Indian inst/Mut Fund,4.7%,IRSY
17,FIIs,93.0%,IRSY
18,ADR/GDR,6.8%,IRSY
19,Free float,12.4%,IRSY
20,Shareholders,22040,IRSY
21,Pledged promoter(s) holding,0.0%,IRSY
22,REGD OFF,"A-31, MIDC, Industrial Area, Butibori, Nagpur - 441 122",IRSY
23,E-MAIL,jayant.sood @indorama-ind.com,IRSY
24,TELEPHONE,(0124) 499 7000,IRSY
25,SECTOR,TEXTILES,IRSY
26,TR AGENT,"MCS Ltd., F-65, Okhla Industrial Area, Phase-1, New Delhi - 110 020",IRSY
27,AUDITOR,B. S. R & Assoc.,IRSY
28,CHM, O. P. Lohia (MD),IRSY
29,COMP SEC, Jayant Sood,IRSY
30,YEAR OF INC, 1986,IRSY
31,BSE CODE, 500207,IRSY
32,FV (Rs), 10,IRSY
33,DIV YIELD (%), -,IRSY
