,0,1,name
0,Price,129.9,NIIT
1,Mkt Cap,21447.0,NIIT
2,Vol,803.9,NIIT
3,P/E,7.7,NIIT
4,P/CF,74.9,NIIT
5,EPS (TTM),16.8,NIIT
6,% ch,3.1,NIIT
7,No. of shares,165.17,NIIT
8,% ch week,31.9,NIIT
9,% ch 1-mth,36.9,NIIT
10,% ch 12-mth,44.4,NIIT
11,52 week H/L,140.0/53.6,NIIT
12,52weekHigh,140.0,NIIT
13,52weekLow,53.6,NIIT
14,Indian Promoters,34.2%,NIIT
15,Foreign collaborators,0.0%,NIIT
16,Indian inst/Mut Fund,13.0%,NIIT
17,FIIs,13.5%,NIIT
18,ADR/GDR,0.0%,NIIT
19,Free float,39.3%,NIIT
20,Shareholders,79577,NIIT
21,Pledged promoter(s) holding,0.0%,NIIT
22,REGD OFF,"8, Balaji Estate, First Floor, Guru Ravi, Das Marg, Kalkaji, New Delhi-20",NIIT
23,E-MAIL,investors@niit.com,NIIT
24,TELEPHONE,(011) 4167 5000,NIIT
25,SECTOR,SOFTWARE,NIIT
26,TR AGENT,"Alankit Assign., Alankit house, 2E/21, Jhandewala Extn, New Delhi-55",NIIT
27,AUDITOR,Price Waterhouse,NIIT
28,CHM, Rajendra S. Pawar (MD),NIIT
29,COMP SEC, Rajesh Arora,NIIT
30,YEAR OF INC, 1981,NIIT
31,BSE CODE, 500304,NIIT
32,FV (Rs), 2,NIIT
33,DIV YIELD (%), 3.9,NIIT
