,0,1,name
0,Price,101.6,GAIL
1,Mkt Cap,458005.0,GAIL
2,Vol,204.0,GAIL
3,P/E,6.9,GAIL
4,P/CF,6.2,GAIL
5,EPS (TTM),14.7,GAIL
6,% ch,-0.2,GAIL
7,No. of shares,4510.14,GAIL
8,% ch week,4.0,GAIL
9,% ch 1-mth,2.0,GAIL
10,% ch 12-mth,-19.7,GAIL
11,52 week H/L,148.1/65.7,GAIL
12,52weekHigh,148.1,GAIL
13,52weekLow,65.7,GAIL
14,Indian Promoters,56.1%,GAIL
15,Foreign collaborators,0.0%,GAIL
16,Indian inst/Mut Fund,21.3%,GAIL
17,FIIs,18.8%,GAIL
18,ADR/GDR,1.5%,GAIL
19,Free float,2.3%,GAIL
20,Shareholders,166858,GAIL
21,Pledged promoter(s) holding,0.0%,GAIL
22,REGD OFF,"16, Bhikaiji Cama Place, R. K. Puram, New Delhi - 110 066",GAIL
23,E-MAIL,investorqueries@gail.co.in,GAIL
24,TELEPHONE,(011) 2618 2955,GAIL
25,SECTOR,ENERGY SOURCES,GAIL
26,TR AGENT,"MCS Limited, F-65, Okhla Industrial Area, Phase-1, New Delhi-20",GAIL
27,AUDITOR,M. L. Puri & Co.,GAIL
28,CHM, B. C. Tripathi (MD),GAIL
29,COMP SEC, N. K. Nagpal,GAIL
30,YEAR OF INC, 1984,GAIL
31,BSE CODE, 532155,GAIL
32,FV (Rs), 10,GAIL
33,DIV YIELD (%), 7.0,GAIL
