,0,1,name
0,Price,50.5,FCHT
1,Mkt Cap,32677.0,FCHT
2,Vol,1.7,FCHT
3,P/E,-12.0,FCHT
4,P/CF,-28.8,FCHT
5,EPS (TTM),-4.2,FCHT
6,% ch,0.7,FCHT
7,No. of shares,647.07,FCHT
8,% ch week,2.7,FCHT
9,% ch 1-mth,3.3,FCHT
10,% ch 12-mth,55.4,FCHT
11,52 week H/L,54.9/21.6,FCHT
12,52weekHigh,54.9,FCHT
13,52weekLow,21.6,FCHT
14,Indian Promoters,90.0%,FCHT
15,Foreign collaborators,0.0%,FCHT
16,Indian inst/Mut Fund,9.1%,FCHT
17,FIIs,0.0%,FCHT
18,ADR/GDR,0.0%,FCHT
19,Free float,0.9%,FCHT
20,Shareholders,15540,FCHT
21,Pledged promoter(s) holding,0.0%,FCHT
22,REGD OFF,"Eloor, Udyogamandal, Kochi, Kerala - 683 501",FCHT
23,E-MAIL,kvbnair@factltd.com,FCHT
24,TELEPHONE,(0484) 255 3355,FCHT
25,SECTOR,FERTILIZERS,FCHT
26,TR AGENT,"Cameo Corporate, Subramanian Bldg, No.1, Club House Rd, Chennai-02",FCHT
27,AUDITOR,K. Varghese & Co.,FCHT
28,CHM, Jaiveer Srivastava (MD),FCHT
29,COMP SEC, K. V. Balakrishnan Nair,FCHT
30,YEAR OF INC, 1943,FCHT
31,BSE CODE, 590024,FCHT
32,FV (Rs), 10,FCHT
33,DIV YIELD (%), -,FCHT
