,0,1,name
0,Price,2.5,SNTX
1,Mkt Cap,1074.0,SNTX
2,Vol,4573.7,SNTX
3,P/E,-0.1,SNTX
4,P/CF,0.4,SNTX
5,EPS (TTM),-29.5,SNTX
6,% ch,5.0,SNTX
7,No. of shares,426.36,SNTX
8,% ch week,24.8,SNTX
9,% ch 1-mth,28.6,SNTX
10,% ch 12-mth,34.8,SNTX
11,52 week H/L,3.9/0.6,SNTX
12,52weekHigh,3.9,SNTX
13,52weekLow,0.6,SNTX
14,Indian Promoters,43.8%,SNTX
15,Foreign collaborators,0.0%,SNTX
16,Indian inst/Mut Fund,4.9%,SNTX
17,FIIs,20.9%,SNTX
18,ADR/GDR,0.0%,SNTX
19,Free float,30.4%,SNTX
20,Shareholders,114186,SNTX
21,Pledged promoter(s) holding,51.6%,SNTX
22,REGD OFF,"Near Seven Garnala, Kalol, Gujarat-382 721",SNTX
23,E-MAIL,hiteshmehta@sintex.co.in,SNTX
24,TELEPHONE,(02764) 253 000,SNTX
25,SECTOR,DIVERSIFIED,SNTX
26,TR AGENT,"Sharepro Services, 416-420, Devnandan Mall, Ellisbridge, Ahmedabad-06",SNTX
27,AUDITOR,Deloitte Haskins & Sells,SNTX
28,CHM, Dinesh B. Patel,SNTX
29,COMP SEC, Hitesh T. Mehta,SNTX
30,YEAR OF INC, 1995,SNTX
31,BSE CODE, 502742,SNTX
32,FV (Rs), 1,SNTX
33,DIV YIELD (%), -,SNTX
