,0,1,name
0,Price,34220.5,TTHW
1,Mkt Cap,302509.0,TTHW
2,Vol,0.1,TTHW
3,P/E,63.8,TTHW
4,P/CF,80.7,TTHW
5,EPS (TTM),536.4,TTHW
6,% ch,1.8,TTHW
7,No. of shares,8.84,TTHW
8,% ch week,12.4,TTHW
9,% ch 1-mth,23.4,TTHW
10,% ch 12-mth,47.5,TTHW
11,52 week H/L,"39,499.5/20,142.0",TTHW
12,52weekHigh,"39,499.5",TTHW
13,52weekLow,"20,142.0",TTHW
14,Indian Promoters,0.0%,TTHW
15,Foreign collaborators,75.0%,TTHW
16,Indian inst/Mut Fund,14.0%,TTHW
17,FIIs,0.3%,TTHW
18,ADR/GDR,0.0%,TTHW
19,Free float,10.7%,TTHW
20,Shareholders,9942,TTHW
21,Pledged promoter(s) holding,0.0%,TTHW
22,REGD OFF,"56 & 57, Hadapsar, Industrial Estate, Pune - 411013",TTHW
23,E-MAIL,sneha.padve@honeywell.com,TTHW
24,TELEPHONE,(022) 6603 9400,TTHW
25,SECTOR,CAPITAL GOODS,TTHW
26,TR AGENT,"TSR Darashaw, H. Moosa Patrawala Ind. Est., E.Moses Rd., Mumbai-11",TTHW
27,AUDITOR,Price Waterhouse & Co.,TTHW
28,CHM, Madhukar Bhagwat,TTHW
29,COMP SEC, Sneha Padve,TTHW
30,YEAR OF INC, 1984,TTHW
31,BSE CODE, 517174,TTHW
32,FV (Rs), 10,TTHW
33,DIV YIELD (%), 0.1,TTHW
