,0,1,name
0,Price,6.3,UTMS
1,Mkt Cap,891.0,UTMS
2,Vol,30.9,UTMS
3,P/E,-0.1,UTMS
4,P/CF,-0.1,UTMS
5,EPS (TTM),-113.8,UTMS
6,% ch,-0.3,UTMS
7,No. of shares,142.26,UTMS
8,% ch week,-5.0,UTMS
9,% ch 1-mth,-4.9,UTMS
10,% ch 12-mth,-15.5,UTMS
11,52 week H/L,10.9/3.6,UTMS
12,52weekHigh,10.9,UTMS
13,52weekLow,3.6,UTMS
14,Indian Promoters,31.8%,UTMS
15,Foreign collaborators,29.1%,UTMS
16,Indian inst/Mut Fund,0.2%,UTMS
17,FIIs,27.3%,UTMS
18,ADR/GDR,0.0%,UTMS
19,Free float,11.6%,UTMS
20,Shareholders,27443,UTMS
21,Pledged promoter(s) holding,2.9%,UTMS
22,REGD OFF,"Uttam House, 69, P. D. Mello Road, Mumbai - 400 009",UTMS
23,E-MAIL,shares@uttamgalva.com,UTMS
24,TELEPHONE,(022) 6656 3500,UTMS
25,SECTOR,STEEL & RELATED,UTMS
26,TR AGENT,"Universal Capital, 21, Shakil Niwas, Mahakali Caves Road, Mumbai-93",UTMS
27,AUDITOR,Prakkash Muni & Assoc.,UTMS
28,CHM, Rajinder K. Miglani,UTMS
29,COMP SEC, R. A. Agrawal (VP),UTMS
30,YEAR OF INC, 1985,UTMS
31,BSE CODE, 513216,UTMS
32,FV (Rs), 10,UTMS
33,DIV YIELD (%), -,UTMS
