,0,1,name
0,Price,31.5,20MIC
1,Mkt Cap,1065.0,20MIC
2,Vol,7.9,20MIC
3,P/E,8.4,20MIC
4,P/CF,3.6,20MIC
5,EPS (TTM),3.8,20MIC
6,% ch,-0.3,20MIC
7,No. of shares,33.82,20MIC
8,% ch week,0.8,20MIC
9,% ch 1-mth,0.8,20MIC
10,% ch 12-mth,-1.9,20MIC
11,52 week H/L,42.1/19.2,20MIC
12,52weekHigh,42.1,20MIC
13,52weekLow,19.2,20MIC
14,Indian Promoters,54.0%,20MIC
15,Foreign collaborators,0.0%,20MIC
16,Indian inst/Mut Fund,0.0%,20MIC
17,FIIs,0.0%,20MIC
18,ADR/GDR,0.0%,20MIC
19,Free float,46.0%,20MIC
20,Shareholders,5555,20MIC
21,Pledged promoter(s) holding,36.6%,20MIC
22,REGD OFF,"9 / 10, GIDC Industrial Estate, Waghodia,Vadodara - 391 760",20MIC
23,E-MAIL,investors@20microns.com,20MIC
24,TELEPHONE,(2668) 264 077,20MIC
25,SECTOR,MINING/MINERALS,20MIC
26,TR AGENT,"Cameo Corp. Sevices, 202, Pawan Flats, Productivity Rd, Vadodara - 007",20MIC
27,AUDITOR,Manubhai & Co.,20MIC
28,CHM, Chandresh S. Parikh,20MIC
29,COMP SEC, Anuja K. Muley,20MIC
30,YEAR OF INC, 1987,20MIC
31,BSE CODE, 533022,20MIC
32,FV (Rs), 5,20MIC
33,DIV YIELD (%), 2.5,20MIC
