,0,1,name
0,Price,755.1,CIPL
1,Mkt Cap,608628.0,CIPL
2,Vol,16.6,CIPL
3,P/E,36.9,CIPL
4,P/CF,21.5,CIPL
5,EPS (TTM),20.4,CIPL
6,% ch,0.4,CIPL
7,No. of shares,806.08,CIPL
8,% ch week,-2.1,CIPL
9,% ch 1-mth,13.5,CIPL
10,% ch 12-mth,62.3,CIPL
11,52 week H/L,814.5/356.8,CIPL
12,52weekHigh,814.5,CIPL
13,52weekLow,356.8,CIPL
14,Indian Promoters,16.0%,CIPL
15,Foreign collaborators,20.8%,CIPL
16,Indian inst/Mut Fund,12.2%,CIPL
17,FIIs,23.7%,CIPL
18,ADR/GDR,1.1%,CIPL
19,Free float,26.2%,CIPL
20,Shareholders,161166,CIPL
21,Pledged promoter(s) holding,0.0%,CIPL
22,REGD OFF,"Peninsula Business Park, Ganpatrao Kadam Marg, Lower Parel, Mumbai-13",CIPL
23,E-MAIL,cosecretary@cipla.com,CIPL
24,TELEPHONE,(022) 2482 6000,CIPL
25,SECTOR,PHARMACEUTICALS,CIPL
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",CIPL
27,AUDITOR,V. Sankar Aiyar & Co.,CIPL
28,CHM, Y. K. Hamied (MD),CIPL
29,COMP SEC, Mital Sanghvi,CIPL
30,YEAR OF INC, 1935,CIPL
31,BSE CODE, 500087,CIPL
32,FV (Rs), 2,CIPL
33,DIV YIELD (%), 0.4,CIPL
