,0,1,name
0,Price,442.5,NUSE
1,Mkt Cap,14335.0,NUSE
2,Vol,17.0,NUSE
3,P/E,16.1,NUSE
4,P/CF,17.0,NUSE
5,EPS (TTM),27.5,NUSE
6,% ch,-1.4,NUSE
7,No. of shares,32.40,NUSE
8,% ch week,-1.6,NUSE
9,% ch 1-mth,56.8,NUSE
10,% ch 12-mth,39.5,NUSE
11,52 week H/L,478.0/170.0,NUSE
12,52weekHigh,478.0,NUSE
13,52weekLow,170.0,NUSE
14,Indian Promoters,60.6%,NUSE
15,Foreign collaborators,0.0%,NUSE
16,Indian inst/Mut Fund,2.5%,NUSE
17,FIIs,8.6%,NUSE
18,ADR/GDR,0.0%,NUSE
19,Free float,28.3%,NUSE
20,Shareholders,16589,NUSE
21,Pledged promoter(s) holding,0.0%,NUSE
22,REGD OFF,"33-35, Thyagraj Nagar Market, New Delhi - 110 003",NUSE
23,E-MAIL,poonam@nucleussoftware.com,NUSE
24,TELEPHONE,(0120) 403 1400,NUSE
25,SECTOR,SOFTWARE,NUSE
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",NUSE
27,AUDITOR,Deloitte Haskins & Sells,NUSE
28,CHM, Janki Ballabh,NUSE
29,COMP SEC, Poonam Bhasin,NUSE
30,YEAR OF INC, 1986,NUSE
31,BSE CODE, 531209,NUSE
32,FV (Rs), 10,NUSE
33,DIV YIELD (%), 1.8,NUSE
