,0,1,name
0,Price,491.9,TTKP
1,Mkt Cap,3822.0,TTKP
2,Vol,1.1,TTKP
3,P/E,22.7,TTKP
4,P/CF,9.8,TTKP
5,EPS (TTM),21.7,TTKP
6,% ch,-1.7,TTKP
7,No. of shares,7.77,TTKP
8,% ch week,-2.2,TTKP
9,% ch 1-mth,15.8,TTKP
10,% ch 12-mth,10.3,TTKP
11,52 week H/L,615.9/262.1,TTKP
12,52weekHigh,615.9,TTKP
13,52weekLow,262.1,TTKP
14,Indian Promoters,65.4%,TTKP
15,Foreign collaborators,0.0%,TTKP
16,Indian inst/Mut Fund,3.7%,TTKP
17,FIIs,5.2%,TTKP
18,ADR/GDR,0.0%,TTKP
19,Free float,25.8%,TTKP
20,Shareholders,12723,TTKP
21,Pledged promoter(s) holding,0.0%,TTKP
22,REGD OFF,"No.6, Cathedral Road, Chennai - 600 086",TTKP
23,E-MAIL,skr@ttkhealthcare.com,TTKP
24,TELEPHONE,(044) 2811 6106,TTKP
25,SECTOR,PHARMACEUTICALS,TTKP
26,TR AGENT,"Data Software, 19, Pycrofts Garden Road, Nungambakkam, Chennai-06",TTKP
27,AUDITOR,Aiyar & Co.,TTKP
28,CHM, T. T. Jagannathan,TTKP
29,COMP SEC, S. Kalyanaraman,TTKP
30,YEAR OF INC, 1958,TTKP
31,BSE CODE, 507747,TTKP
32,FV (Rs), 10,TTKP
33,DIV YIELD (%), 1.8,TTKP
